Rank,Movie,"Release
Date",Year,Distributor,Genre,1996 Gross,Tickets Sold
75,The Skulls,3/31/2000,2000,Universal,Thriller/Suspense,"$35,007,180","6,494,838"
76,The 6th Day,11/17/2000,2000,Sony Pictures,Action,"$34,317,634","6,366,907"
77,My Dog Skip,1/12/2000,2000,Warner Bros.,Drama,"$34,099,640","6,326,463"
78,Where the Heart Is,4/28/2000,2000,20th Century Fox,Drama,"$33,771,174","6,265,523"
79,Pay it Forward,10/20/2000,2000,Warner Bros.,Drama,"$32,966,043","6,116,148"
80,Return to Me,4/7/2000,2000,MGM,Romantic Comedy,"$32,662,299","6,059,795"
81,Almost Famous,9/15/2000,2000,Dreamworks SKG,Comedy,"$31,939,009","5,925,604"
82,The Legend of Bagger Vance,11/3/2000,2000,Dreamworks SKG,Drama,"$30,695,227","5,694,847"
83,The Art of War,8/25/2000,2000,Warner Bros.,Thriller/Suspense,"$30,199,105","5,602,802"
84,Any Given Sunday,12/22/1999,2000,Warner Bros.,Drama,"$29,778,713","5,524,807"
85,Bless the Child,8/11/2000,2000,Paramount Pictures,Horror,"$29,374,178","5,449,754"
86,Proof of Life,12/8/2000,2000,Warner Bros.,Action,"$29,053,477","5,390,255"
87,The Watcher,9/8/2000,2000,Universal,Thriller/Suspense,"$28,946,615","5,370,429"
88,"Girl, Interrupted",12/21/1999,2000,Sony Pictures,Drama,"$28,436,380","5,275,766"
89,Love and Basketball,4/21/2000,2000,New Line,Drama,"$27,441,122","5,091,117"
90,High Fidelity,3/31/2000,2000,Walt Disney,Comedy,"$27,277,055","5,060,678"
91,Book of Shadows: Blair Witch 2,10/27/2000,2000,Artisan,Horror,"$26,421,314","4,901,913"
92,The Adventures of Rocky & B…,6/30/2000,2000,Universal,Adventure,"$26,000,610","4,823,860"
93,Nurse Betty,9/8/2000,2000,USA Films,Black Comedy,"$25,170,054","4,669,768"
94,Reindeer Games,2/25/2000,2000,Miramax,Action,"$23,360,779","4,334,096"
95,Titan A.E.,6/16/2000,2000,20th Century Fox,Adventure,"$22,751,979","4,221,146"
96,Boys and Girls,6/16/2000,2000,Miramax,Romantic Comedy,"$21,799,652","4,044,462"
97,Magnolia,12/17/1999,2000,New Line,Drama,"$21,686,030","4,023,382"
98,Dracula 2000,12/22/2000,2000,Miramax,Horror,"$21,569,567","4,001,774"
99,Battlefield Earth: A Saga o…,5/12/2000,2000,Warner Bros.,Action,"$21,471,685","3,983,615"
100,Urban Legends: Final Cut,9/22/2000,2000,Sony Pictures,Horror,"$21,468,807","3,983,081"
101,Down to You,1/21/2000,2000,Miramax,Romantic Comedy,"$20,035,310","3,717,126"
102,Wonder Boys,2/23/2000,2000,Paramount Pictures,Comedy,"$19,284,952","3,577,913"
103,Deuce Bigalow: Male Gigolo,12/10/1999,2000,Walt Disney,Comedy,"$19,181,507","3,558,721"
104,The Ninth Gate,3/10/2000,2000,Artisan,Thriller/Suspense,"$18,653,746","3,460,806"
105,Bicentennial Man,12/17/1999,2000,Walt Disney,Drama,"$18,610,080","3,452,705"
106,The Contender,10/13/2000,2000,Dreamworks SKG,Thriller/Suspense,"$17,804,273","3,303,204"
107,Small Time Crooks,5/19/2000,2000,Dreamworks SKG,Comedy,"$17,266,359","3,203,406"
108,Red Planet,11/10/2000,2000,Warner Bros.,Action,"$17,265,409","3,203,229"
109,Center Stage,5/12/2000,2000,Sony Pictures,Drama,"$17,200,925","3,191,266"
110,Best in Show,9/27/2000,2000,Warner Bros.,Comedy,"$17,179,643","3,187,317"
111,The Sixth Sense,8/6/1999,2000,Walt Disney,Thriller/Suspense,"$17,119,797","3,176,214"
112,Billy Elliot,10/13/2000,2000,Focus Features,Drama,"$17,095,205","3,171,652"
113,Boiler Room,2/18/2000,2000,New Line,Drama,"$16,963,963","3,147,302"
114,Lost Souls,10/13/2000,2000,New Line,Horror,"$16,779,636","3,113,105"
115,Eye of the Beholder,1/28/2000,2000,Destination Films,Thriller/Suspense,"$16,500,786","3,061,370"
116,Thomas and the Magic Railroad,7/26/2000,2000,Destination Films,Adventure,"$15,911,332","2,952,009"
117,Loser,7/21/2000,2000,Sony Pictures,Romantic Comedy,"$15,464,026","2,869,021"
118,Drowning Mona,3/3/2000,2000,Destination Films,Comedy,"$15,427,192","2,862,187"
119,Bait,9/15/2000,2000,Warner Bros.,Action,"$15,325,127","2,843,251"
120,American Psycho,4/14/2000,2000,Lionsgate,Black Comedy,"$15,070,285","2,795,971"
121,The Next Best Thing,3/3/2000,2000,Paramount Pictures,Drama,"$14,983,572","2,779,883"
122,Get Carter,10/6/2000,2000,Warner Bros.,Action,"$14,967,182","2,776,842"
123,Anna and the King,12/17/1999,2000,20th Century Fox,Drama,"$14,518,346","2,693,570"
124,Michael Jordan to the MAX,5/5/2000,2000,Giant Screen Films,Documentary,"$14,348,353","2,662,032"
125,Dungeons and Dragons,12/8/2000,2000,New Line,Adventure,"$14,250,748","2,643,923"
126,Snow Falling on Cedars,12/24/1999,2000,Universal,Drama,"$14,235,248","2,641,047"
127,Supernova,1/14/2000,2000,MGM,Thriller/Suspense,"$14,218,868","2,638,008"
128,The Ladies Man,10/13/2000,2000,Paramount Pictures,Comedy,"$13,592,872","2,521,868"
129,The Little Vampire,10/27/2000,2000,New Line,Adventure,"$13,555,988","2,515,025"
130,"Crouching Tiger, Hidden Dragon",12/8/2000,2000,Sony Pictures Cla…,Action,"$13,450,791","2,495,508"
131,Mysteries of Egypt,7/16/1998,2000,Sony Pictures,Documentary,"$13,340,620","2,475,068"
132,Dr. T and the Women,10/13/2000,2000,Artisan,Romantic Comedy,"$13,065,561","2,424,037"
133,The Crew,8/25/2000,2000,Walt Disney,Comedy,"$13,019,253","2,415,445"
134,Angela's Ashes,12/24/1999,2000,Paramount Pictures,Drama,"$12,852,628","2,384,532"
135,Highlander: Endgame,9/1/2000,2000,Miramax/Dimension,Action,"$12,801,190","2,374,988"
136,Ready to Rumble,4/7/2000,2000,Warner Bros.,Comedy,"$12,372,410","2,295,437"
137,Saving Grace,8/4/2000,2000,Fine Line,Comedy,"$12,178,602","2,259,480"
138,The Legend of Drunken Master,10/20/2000,2000,Miramax,Action,"$11,546,543","2,142,215"
139,Here on Earth,3/24/2000,2000,20th Century Fox,Drama,"$10,494,147","1,946,966"
140,Godzilla 2000,8/18/2000,2000,Sony Pictures,Action,"$10,037,390","1,862,224"
141,Lucky Numbers,10/27/2000,2000,Paramount Pictures,Black Comedy,"$10,014,234","1,857,928"
142,3 Strikes,3/1/2000,2000,MGM,Comedy,"$9,821,335","1,822,140"
143,Digimon: The Movie,10/6/2000,2000,20th Century Fox,Adventure,"$9,628,751","1,786,410"
144,Man on the Moon,12/22/1999,2000,Universal,Drama,"$9,271,100","1,720,055"
145,The End of the Affair,12/3/1999,2000,Sony Pictures,Drama,"$9,104,818","1,689,205"
146,The World is Not Enough,11/19/1999,2000,MGM,Action,"$9,053,635","1,679,709"
147,Boys Don't Cry,10/8/1999,2000,Fox Searchlight,Drama,"$8,843,539","1,640,730"
148,Whatever it Takes,3/24/2000,2000,Sony Pictures,Romantic Comedy,"$8,735,529","1,620,691"
149,Cirque du Soleil - Journey …,5/5/2000,2000,Sony Pictures Cla…,Musical,"$8,533,892","1,583,282"
150,Play it to the Bone,12/24/1999,2000,Walt Disney,Comedy,"$8,423,838","1,562,864"
151,Sleepy Hollow,11/19/1999,2000,Paramount Pictures,Horror,"$8,228,618","1,526,645"
152,T-Rex: Back to the Cretaceous,10/23/1998,2000,IMAX Films,Adventure,"$8,214,699","1,524,062"
153,Galapagos,10/29/1999,2000,IMAX Films,Documentary,"$7,763,963","1,440,438"
154,All the Pretty Horses,12/22/2000,2000,Miramax,Western,"$7,640,564","1,417,544"
155,Screwed,5/12/2000,2000,Universal,Comedy,"$6,982,680","1,295,487"
156,I Dreamed of Africa,5/5/2000,2000,Sony Pictures,Drama,"$6,543,194","1,213,950"
157,What Planet Are You From?,3/3/2000,2000,Sony Pictures,Comedy,"$6,291,602","1,167,273"
158,Croupier,4/21/2000,2000,Shooting Gallery,Drama,"$6,201,143","1,150,490"
159,All About My Mother,11/5/1999,2000,Sony Pictures Cla…,Drama,"$6,131,119","1,137,498"
160,The Way of the Gun,9/8/2000,2000,Artisan,Action,"$6,047,856","1,122,051"
161,Topsy Turvy,12/17/1999,2000,USA Films,Musical,"$6,043,061","1,121,161"
162,Where the Money Is,4/14/2000,2000,USA Films,Comedy,"$5,658,940","1,049,896"
163,Finding Forrester,12/19/2000,2000,Sony Pictures,Drama,"$5,301,731","983,623"
164,Black and White,4/5/2000,2000,Sony Pictures,Drama,"$5,241,315","972,414"
165,The In Crowd,7/19/2000,2000,Warner Bros.,Thriller/Suspense,"$5,217,498","967,995"
166,Gossip,4/21/2000,2000,Warner Bros.,Thriller/Suspense,"$5,108,820","947,833"
167,Woman on Top,9/22/2000,2000,Fox Searchlight,Romantic Comedy,"$5,018,450","931,066"
168,Sunshine,12/17/1999,2000,Paramount Vantage,Drama,"$4,969,834","922,047"
169,The Virgin Suicides,4/21/2000,2000,Paramount Vantage,Black Comedy,"$4,859,475","901,572"
170,Duets,9/15/2000,2000,Walt Disney,Drama,"$4,734,235","878,336"
171,Held Up,5/12/2000,2000,Trimark,Comedy,"$4,714,090","874,599"
172,Being John Malkovich,10/29/1999,2000,USA Films,Black Comedy,"$4,614,957","856,207"
173,The Tao of Steve,8/4/2000,2000,Sony Pictures Cla…,Romantic Comedy,"$4,342,203","805,603"
174,Chocolat,12/15/2000,2000,Miramax,Drama,"$4,248,984","788,308"
175,East is East,4/14/2000,2000,Miramax,Comedy,"$4,170,647","773,774"
176,Dancer in the Dark,9/22/2000,2000,Fine Line,Musical,"$4,157,491","771,334"
177,Whipped,9/1/2000,2000,Destination Films,Romantic Comedy,"$4,142,507","768,554"
178,You Can Count on Me,11/10/2000,2000,Paramount Vantage,Drama,"$3,815,524","707,889"
179,Island of the Sharks,4/30/1999,2000,IMAX Films,Documentary,"$3,738,806","693,656"
180,End of Days,11/24/1999,2000,Universal,Action,"$3,704,043","687,206"
181,Extreme,3/23/1999,2000,IMAX Films,Documentary,"$3,661,258","679,268"
182,Cyberworld 3D,10/6/2000,2000,IMAX Films,Adventure,"$3,640,193","675,360"
183,Genghis Blues,7/9/1999,2000,Roxie Releasing,Documentary,"$3,566,568","661,700"
184,Price of Glory,3/31/2000,2000,New Line,Drama,"$3,434,515","637,201"
185,Quills,11/22/2000,2000,Fox Searchlight,Drama,"$3,350,819","621,673"
186,Ghost Dog: The Way of the S…,3/3/2000,2000,Artisan,Drama,"$3,330,230","617,853"
187,Sweet and Lowdown,12/3/1999,2000,Sony Pictures Cla…,Romantic Comedy,"$3,329,098","617,643"
188,Alien Adventure,4/14/2000,2000,nWave Pictures,Comedy,"$3,272,750","607,189"
189,Ride (2000),10/8/2000,2000,Miramax,Documentary,"$3,176,650","589,359"
190,The Big Kahuna,4/28/2000,2000,Lionsgate,Drama,"$3,150,107","584,435"
191,Beautiful,9/29/2000,2000,Destination Films,Drama,"$3,134,509","581,541"
192,Siegfried & Roy: Masters of…,10/1/1999,2000,IMAX Films,Documentary,"$3,053,163","566,449"
193,Isn't She Great,1/28/2000,2000,Universal,Comedy,"$2,954,405","548,127"
194,Up at the Villa,5/5/2000,2000,Focus Features,Drama,"$2,933,161","544,185"
195,The Insider,11/5/1999,2000,Walt Disney,Drama,"$2,850,307","528,813"
196,Requiem for a Dream,10/6/2000,2000,Artisan,Drama,"$2,844,978","527,825"
197,Double Jeopardy,9/24/1999,2000,Paramount Pictures,Action,"$2,703,114","501,505"
198,The Bone Collector,11/5/1999,2000,Universal,Thriller/Suspense,"$2,699,820","500,894"
199,God's Army,3/10/2000,2000,Excel Entertainment,Drama,"$2,637,726","489,374"
200,Wolves,2/26/1999,2000,Primesco,Documentary,"$2,509,093","465,508"
1,Harry Potter and the Sorcer…,11/16/2001,2001,Warner Bros.,Adventure,"$300,404,434","53,074,988"
2,Shrek,5/18/2001,2001,Dreamworks SKG,Adventure,"$267,841,831","47,321,878"
3,"Monsters, Inc.",11/2/2001,2001,Walt Disney,Adventure,"$244,638,458","43,222,342"
4,Rush Hour 2,8/3/2001,2001,New Line,Action,"$226,164,286","39,958,354"
5,The Lord of the Rings: The …,12/19/2001,2001,New Line,Adventure,"$206,448,462","36,474,993"
6,The Mummy Returns,5/4/2001,2001,Universal,Adventure,"$202,007,640","35,690,395"
7,Pearl Harbor,5/25/2001,2001,Walt Disney,Action,"$198,539,855","35,077,712"
8,Jurassic Park 3,7/18/2001,2001,Universal,Action,"$181,166,115","32,008,147"
9,Planet of the Apes,7/27/2001,2001,20th Century Fox,Adventure,"$179,841,538","31,774,123"
10,Hannibal,2/9/2001,2001,MGM,Horror,"$165,092,266","29,168,244"
11,Ocean's Eleven,12/7/2001,2001,Warner Bros.,Thriller/Suspense,"$151,967,372","26,849,359"
12,American Pie 2,8/10/2001,2001,Universal,Comedy,"$145,096,820","25,635,480"
13,The Fast and the Furious,6/22/2001,2001,Universal,Action,"$144,512,310","25,532,210"
14,Lara Croft: Tomb Raider,6/15/2001,2001,Paramount Pictures,Adventure,"$131,144,183","23,170,350"
15,Cast Away,12/22/2000,2001,20th Century Fox,Adventure,"$123,942,702","21,898,003"
16,Traffic,12/27/2000,2001,USA Films,Drama,"$123,735,812","21,861,450"
17,"Crouching Tiger, Hidden Dragon",12/8/2000,2001,Sony Pictures Cla…,Action,"$114,617,017","20,250,356"
18,Dr Dolittle 2,6/22/2001,2001,20th Century Fox,Comedy,"$112,950,721","19,955,957"
19,Spy Kids,3/30/2001,2001,Miramax/Dimension,Adventure,"$112,692,062","19,910,258"
20,The Princess Diaries,8/3/2001,2001,Walt Disney,Comedy,"$108,225,136","19,121,048"
21,The Others,8/10/2001,2001,Miramax,Horror,"$96,522,687","17,053,478"
22,Legally Blonde,7/13/2001,2001,MGM,Comedy,"$96,493,426","17,048,308"
23,America's Sweethearts,7/20/2001,2001,Sony Pictures,Romantic Comedy,"$93,607,673","16,538,458"
24,Cats & Dogs,7/4/2001,2001,Warner Bros.,Comedy,"$93,375,151","16,497,376"
25,Save the Last Dance,1/12/2001,2001,Paramount Pictures,Drama,"$91,038,276","16,084,501"
26,Atlantis: The Lost Empire,6/8/2001,2001,Walt Disney,Adventure,"$84,052,762","14,850,311"
27,Vanilla Sky,12/14/2001,2001,Paramount Pictures,Thriller/Suspense,"$81,080,174","14,325,119"
28,Artificial Intelligence: AI,6/29/2001,2001,Warner Bros.,Drama,"$78,616,689","13,889,874"
29,Training Day,10/5/2001,2001,Warner Bros.,Thriller/Suspense,"$76,261,036","13,473,681"
30,Along Came a Spider,4/6/2001,2001,Paramount Pictures,Thriller/Suspense,"$74,058,698","13,084,575"
31,Bridget Jones's Diary,4/13/2001,2001,Miramax,Romantic Comedy,"$71,500,556","12,632,607"
32,Scary Movie 2,7/4/2001,2001,Miramax/Dimension,Comedy,"$71,277,420","12,593,183"
33,The Score,7/13/2001,2001,Paramount Pictures,Thriller/Suspense,"$71,069,884","12,556,516"
34,Swordfish,6/8/2001,2001,Warner Bros.,Action,"$69,772,969","12,327,379"
35,Shallow Hal,11/9/2001,2001,20th Century Fox,Romantic Comedy,"$68,817,987","12,158,654"
36,Chocolat,12/15/2000,2001,Miramax,Drama,"$67,060,776","11,848,193"
37,What Women Want,12/15/2000,2001,Paramount Pictures,Romantic Comedy,"$67,043,240","11,845,095"
38,The Mexican,3/2/2001,2001,Dreamworks SKG,Action,"$66,808,615","11,803,642"
39,Down to Earth,2/16/2001,2001,Paramount Pictures,Comedy,"$64,172,251","11,337,853"
40,Jimmy Neutron: Boy Genius,12/21/2001,2001,Paramount Pictures,Adventure,"$62,339,089","11,013,973"
41,Spy Game,11/21/2001,2001,Universal,Action,"$61,453,515","10,857,511"
42,Miss Congeniality,12/22/2000,2001,Warner Bros.,Comedy,"$60,424,996","10,675,794"
43,The Wedding Planner,1/26/2001,2001,Sony Pictures,Romantic Comedy,"$60,400,856","10,671,529"
44,Moulin Rouge,5/18/2001,2001,20th Century Fox,Musical,"$57,065,562","10,082,254"
45,Rat Race,8/17/2001,2001,Paramount Pictures,Comedy,"$56,607,223","10,001,276"
46,A Knight’s Tale,5/11/2001,2001,Sony Pictures,Adventure,"$56,083,966","9,908,827"
47,The Animal,6/1/2001,2001,Sony Pictures,Comedy,"$55,762,229","9,851,983"
48,Don’t Say a Word,9/28/2001,2001,20th Century Fox,Thriller/Suspense,"$54,950,408","9,708,552"
49,Behind Enemy Lines,11/30/2001,2001,20th Century Fox,Action,"$53,707,487","9,488,955"
50,Blow,4/6/2001,2001,New Line,Drama,"$52,990,775","9,362,327"
51,Exit Wounds,3/16/2001,2001,Warner Bros.,Action,"$51,758,599","9,144,628"
52,Enemy at the Gates,3/16/2001,2001,Paramount Pictures,Drama,"$51,396,781","9,080,703"
53,K-PAX,10/26/2001,2001,Universal,Drama,"$50,315,140","8,889,600"
54,Serendipity,10/5/2001,2001,Miramax,Romantic Comedy,"$50,255,310","8,879,030"
55,Ali,12/25/2001,2001,Sony Pictures,Drama,"$49,467,604","8,739,859"
56,Finding Forrester,12/19/2000,2001,Sony Pictures,Drama,"$46,466,892","8,209,698"
57,Zoolander,9/28/2001,2001,Paramount Pictures,Comedy,"$45,162,741","7,979,282"
58,Domestic Disturbance,11/2/2001,2001,Paramount Pictures,Thriller/Suspense,"$44,791,627","7,913,715"
59,The One,11/2/2001,2001,Sony Pictures,Action,"$43,905,746","7,757,198"
60,"O Brother, Where Art Thou?",12/22/2000,2001,Walt Disney,Comedy,"$43,569,988","7,697,877"
61,Thir13en Ghosts,10/26/2001,2001,Warner Bros.,Horror,"$41,867,960","7,397,166"
62,Bandits,10/12/2001,2001,MGM,Comedy,"$41,434,602","7,320,601"
63,Heartbreakers,3/23/2001,2001,MGM,Comedy,"$40,334,024","7,126,152"
64,Hardball,9/14/2001,2001,Paramount Pictures,Drama,"$40,147,977","7,093,282"
65,The Emperor's New Groove,12/15/2000,2001,Walt Disney,Adventure,"$38,484,289","6,799,344"
66,Evolution,6/8/2001,2001,Dreamworks SKG,Comedy,"$38,311,134","6,768,751"
67,Jeepers Creepers,8/31/2001,2001,MGM,Horror,"$37,904,175","6,696,850"
68,A Beautiful Mind,12/21/2001,2001,Universal,Drama,"$37,779,241","6,674,777"
69,Kiss of the Dragon,7/6/2001,2001,20th Century Fox,Action,"$36,833,473","6,507,680"
70,Recess: School's Out,2/16/2001,2001,Walt Disney,Adventure,"$36,696,761","6,483,526"
71,Not Another Teen Movie,12/14/2001,2001,Sony Pictures,Comedy,"$35,248,962","6,227,731"
72,Thirteen Days,12/22/2000,2001,New Line,Drama,"$34,229,974","6,047,698"
73,See Spot Run,3/2/2001,2001,Warner Bros.,Adventure,"$33,357,476","5,893,546"
74,The Family Man,12/22/2000,2001,Universal,Comedy,"$32,619,705","5,763,198"
75,Driven,4/27/2001,2001,Warner Bros.,Action,"$32,616,869","5,762,697"
76,What's the Worst That Could…,6/1/2001,2001,MGM,Comedy,"$32,267,774","5,701,020"
77,Final Fantasy: The Spirits …,7/11/2001,2001,Sony Pictures,Adventure,"$32,131,830","5,677,001"
78,Black Knight,11/21/2001,2001,20th Century Fox,Adventure,"$31,942,704","5,643,587"
79,From Hell,10/19/2001,2001,20th Century Fox,Thriller/Suspense,"$31,519,795","5,568,868"
80,Kate and Leopold,12/25/2001,2001,Miramax,Romantic Comedy,"$30,588,006","5,404,241"
81,Jay and Silent Bob Strike Back,8/24/2001,2001,Miramax/Dimension,Comedy,"$30,059,386","5,310,845"
82,Snatch,12/8/2000,2001,Sony Pictures,Black Comedy,"$30,033,056","5,306,193"
83,Double Take,1/12/2001,2001,Walt Disney,Action,"$29,823,162","5,269,109"
84,Riding in Cars with Boys,10/19/2001,2001,Sony Pictures,Drama,"$29,781,453","5,261,740"
85,Baby Boy,6/27/2001,2001,Sony Pictures,Drama,"$28,734,552","5,076,775"
86,The Brothers,3/23/2001,2001,Sony Pictures,Comedy,"$27,457,409","4,851,132"
87,Someone Like You,3/30/2001,2001,20th Century Fox,Romantic Comedy,"$27,338,033","4,830,041"
88,Joe Dirt,4/11/2001,2001,Sony Pictures,Comedy,"$27,087,695","4,785,811"
89,The Musketeer,9/7/2001,2001,Universal,Adventure,"$27,053,815","4,779,825"
90,Crocodile Dundee in Los Ang…,4/20/2001,2001,Paramount Pictures,Comedy,"$25,590,119","4,521,222"
91,Memento,3/16/2001,2001,Newmarket Films,Thriller/Suspense,"$25,544,867","4,513,227"
92,Captain Corelli's Mandolin,8/17/2001,2001,Miramax,Drama,"$25,528,495","4,510,334"
93,Sweet November,2/16/2001,2001,Warner Bros.,Drama,"$25,288,103","4,467,862"
94,15 Minutes,3/9/2001,2001,New Line,Thriller/Suspense,"$24,375,436","4,306,614"
95,Hearts in Atlantis,9/28/2001,2001,Warner Bros.,Drama,"$24,185,781","4,273,106"
96,How High,12/21/2001,2001,Universal,Comedy,"$24,098,250","4,257,641"
97,Angel Eyes,5/18/2001,2001,Warner Bros.,Drama,"$24,044,532","4,248,150"
98,Corky Romano,10/12/2001,2001,Walt Disney,Comedy,"$23,780,766","4,201,548"
99,Heist,11/9/2001,2001,New Line,Action,"$23,483,357","4,149,003"
100,The Majestic,12/21/2001,2001,Warner Bros.,Drama,"$23,458,487","4,144,609"
101,Kingdom Come,4/11/2001,2001,Fox Searchlight,Comedy,"$23,247,539","4,107,339"
102,Two Can Play That Game,9/7/2001,2001,Sony Pictures,Romantic Comedy,"$22,235,901","3,928,604"
103,Joy Ride,10/5/2001,2001,20th Century Fox,Thriller/Suspense,"$21,973,182","3,882,187"
104,The Royal Tenenbaums,12/14/2001,2001,Walt Disney,Black Comedy,"$20,697,480","3,656,798"
105,Valentine,2/2/2001,2001,Warner Bros.,Horror,"$20,384,136","3,601,437"
106,Joe Somebody,12/21/2001,2001,20th Century Fox,Comedy,"$19,761,472","3,491,426"
107,The Pledge,1/19/2001,2001,Warner Bros.,Thriller/Suspense,"$19,719,930","3,484,086"
108,Summer Catch,8/24/2001,2001,Warner Bros.,Romantic Comedy,"$19,693,891","3,479,486"
109,Saving Silverman,2/9/2001,2001,Sony Pictures,Comedy,"$19,351,569","3,419,005"
110,The Last Castle,10/19/2001,2001,Dreamworks SKG,Thriller/Suspense,"$18,208,078","3,216,974"
111,The Glass House,9/14/2001,2001,Sony Pictures,Thriller/Suspense,"$17,951,431","3,171,630"
112,Amelie,11/2/2001,2001,Miramax,Romantic Comedy,"$17,695,648","3,126,439"
113,Max Keeble's Big Move,10/5/2001,2001,Walt Disney,Comedy,"$17,148,904","3,029,841"
114,Pokemon 3: The Movie,4/6/2001,2001,Warner Bros.,Adventure,"$17,052,128","3,012,743"
115,Rock Star,9/7/2001,2001,Warner Bros.,Drama,"$16,991,902","3,002,102"
116,crazy/beautiful,6/29/2001,2001,Walt Disney,Drama,"$16,929,123","2,991,011"
117,Vertical Limit,12/8/2000,2001,Sony Pictures,Thriller/Suspense,"$16,593,246","2,931,668"
118,Original Sin,8/3/2001,2001,MGM,Thriller/Suspense,"$16,521,410","2,918,977"
119,O (Othello),8/31/2001,2001,Lionsgate,Drama,"$16,017,403","2,829,929"
