Original title,Producing country,Production year,Directors,Admissions 1996-1996,Total EU27+GB since 1996
My Movie Project,US,2013,"Elizabeth Banks, Steven Brill, Steve Carr, Rusty Cundieff, James Duffy, Griffin Dunne, Peter Farrelly, Patrik Forsberg, Will Graham, James Gunn, Brett Ratner, Jonathan van Tulleken, Bob Odenkirk",1 255 190,1 256 411
Behind the Candelabra,US,2013,Steven Soderbergh,1 254 486,1 288 399
47 Ronin,US,2013,Carl Rinsch,1 246 629,3 724 791
Frau Ella,DE,2013,Markus Goller,1 244 068,1 283 817
Le passé,"FR, IT",2013,Asghar Farhadi,1 228 518,1 514 505
Broken City,US,2013,Allen Hughes,1 213 200,1 213 234
Vive la France,FR,2013,Michaël Youn,1 195 420,1 200 844
Hannah Arendt,"DE, FR, LU, IL",2012,Margarethe von Trotta,1 186 144,1 288 107
Hitchcock,US,2012,Sacha Gervasi,1 181 273,1 183 071
L'écume des jours,"FR, BE",2013,Michel Gondry,1 179 522,1 235 147
Skyfall,"GBinc, US",2012,Sam Mendes,1 179 424,46 435 435
Möbius,"FR, LU, BE",2013,Eric Rochant,1 175 578,1 175 767
jOBS,US,2013,Joshua Michael Stern,1 164 557,1 170 277
Un fantastico via vai,IT,2013,Leonardo Pieraccioni,1 140 864,1 360 776
Au bout du conte,FR,2013,Agnès Jaoui,1 108 313,1 121 539
Only God Forgives,"DK, FR, TH, US, SE",2013,Nicolas Winding Refn,1 103 213,1 106 731
Feuchtgebiete,DE,2013,David Wnendt,1 088 040,1 104 147
Casse-tête chinois,"FR, BE",2013,Cédric Klapisch,1 082 252,1 668 006
Free Birds,US,2013,Jimmy Hayward,1 050 016,2 383 052
Las aventuras de Tadeo Jones,ES,2012,Enrique Gato,1 040 429,3 791 706
Sammy's avonturen 2,"BE, FR, IT",2012,"Vincent Kesteloot, Mimi Maynard, Ben Stassen",1 029 415,3 312 012
Don Jon,US,2013,Joseph Gordon-Levitt,1 028 717,1 128 629
The Last Stand,US,2013,Jee-woon Kim,1 015 431,1 015 975
Drogówka,PL,2013,Wojciech Smarzowski,1 015 418,1 024 895
Jeune & jolie,FR,2013,François Ozon,1 014 571,1 165 457
Hanni & Nanni 3,DE,2013,Dagmar Seume,1 014 443,1 058 323
Mud,US,2012,Jeff Nichols,1 012 737,1 154 315
Playing for Keeps,US,2012,Gabriele Muccino,1 010 122,1 312 359
Before Midnight,US,2013,Richard Linklater,1 008 728,1 017 972
Wadjda,"SA, DE, US, AE, JO",2012,Haifaa Al-Mansour,1 008 126,1 722 627
Finding Nemo,US,2003,"Andrew Stanton, Lee Unkrich",1 001 721,46 121 059
Wałęsa. Człowiek z nadziei,PL,2013,Andrzej Wajda, 978 387,1 047 215
21 & Over,US,2013,"Jon Lucas, Scott Moore", 977 408,1 047 818
Alan Partridge,"GB, FR",2013,Declan Lowney, 944 061, 946 772
Indovina chi viene a Natale?,IT,2013,Fausto Brizzi, 941 382,1 148 562
Amour,"FR, DE, AT",2012,Michael Haneke, 930 303,2 610 930
Solan og Ludvig - Jul i Flåklypa,NO,2013,Rasmus A. Sivertsen, 919 637,1 192 131
The Company You Keep,US,2012,Robert Redford, 913 703,1 282 446
Ostwind - Zusammen sind wir frei,DE,2013,Katja von Garnier, 900 664, 924 613
Amitiés sincères,FR,2012,"Stéphan Archinard, François Prévôt-Leygonie", 887 320, 887 320
Zipi y Zape y el club de la canica,ES,2013,Oskar Santos, 874 897, 883 964
Mai stati uniti,IT,2012,Carlo Vanzina, 871 897, 871 897
Intouchables,FR,2011,"Olivier Nakache, Eric Toledano", 860 802,41 529 820
Inside Llewyn Davis,"US, GB, FR",2013,"Ethan Coen, Joel Coen", 860 749,2 141 043
Quai d'Orsay,FR,2013,Bertrand Tavernier, 855 973, 927 771
Belle et Sébastien,FR,2013,Nicolas Vanier, 852 516,3 932 371
The Master,US,2012,Paul Thomas Anderson, 840 103,1 131 160
Arbitrage,"US, PL",2012,Nicholas Jarecki, 831 497,1 630 634
Das kleine Gespenst,"DE, CH",2013,Alain Gsponer, 818 338,1 491 137
Las brujas de Zugarramurdi,"ES, FR",2013,Álex de la Iglesia, 813 821, 867 181
Renoir,FR,2012,Gilles Bourdos, 804 223, 827 411
Fuga di cervelli,IT,2013,Paolo Ruffini, 803 929, 807 533
Snitch,"US, AE",2013,Ric Roman Waugh, 797 910, 797 965
A Haunted House,US,2013,Michael Tiddes, 795 737, 820 683
The Hobbit: The Battle of the Five Armies,"US, NZ",2014,Peter Jackson,25 622 515,32 841 358
The Hunger Games: Mockingjay - Part 1,US,2014,Francis Lawrence,21 554 744,22 440 888
How to Train Your Dragon 2,US,2014,Dean DeBlois,18 294 942,18 351 574
Qu'est-ce qu'on a fait au Bon Dieu?,FR,2014,Philippe de Chauveron,17 967 830,20 683 086
The Wolf of Wall Street,US,2013,Martin Scorsese,16 818 286,17 125 390
Lucy,FR,2014,Luc Besson,16 362 318,16 372 607
Dawn of the Planet of the Apes,US,2014,Matt Reeves,15 427 139,15 439 143
Interstellar,"US, GB, CA",2014,Christopher Nolan,14 845 447,15 673 173
Rio 2,US,2014,Carlos Saldanha,14 654 054,14 671 948
Maleficent,US,2014,Robert Stromberg,14 472 832,14 492 592
Guardians of the Galaxy,US,2014,James Gunn,14 168 551,14 255 529
Transformers: Age of Extinction,"US, CN",2014,Michael Bay,13 958 027,13 959 753
X-Men: Days of Future Past,US,2014,Bryan Singer,13 433 001,13 444 968
The Lego Movie,"US, AU, DK",2014,"Phil Lord, Christopher Miller",12 463 110,12 486 678
The Amazing Spider-Man 2,US,2014,Marc Webb,12 168 903,12 169 857
Frozen,US,2013,"Chris Buck, Jennifer Lee",11 825 397,32 557 585
Gone Girl,US,2014,David Fincher,10 606 102,11 165 939
Captain America: The Winter Soldier,US,2014,"Anthony Russo, Joe Russo",10 106 817,10 115 741
Noah,US,2014,Darren Aronofsky,9 777 716,9 779 398
The Maze Runner,"US, GB, CA",2014,Wes Ball,9 451 221,9 542 559
Ocho apellidos vascos,ES,2013,Emilio Martínez Lázaro,9 323 712,9 423 336
12 Years a Slave,"US, GB",2013,Steve McQueen,9 291 201,9 722 774
300: Rise of an Empire,US,2014,Noam Murro,8 918 941,8 919 291
Penguins of Madagascar,US,2014,"Eric Darnell, Simon J. Smith",8 770 851,13 035 275
Paddington,"GB, FR",2014,Paul King,8 751 637,15 384 495
Godzilla,"US, JP",2014,Gareth Edwards,8 195 854,8 197 242
Mr. Peabody & Sherman,US,2014,Rob Minkoff,8 172 153,8 203 336
Recep Ivedik 4,TR,2014,Togan Gökbakar,8 135 909,8 135 909
22 Jump Street,US,2014,"Phil Lord, Christopher Miller",7 944 006,7 950 345
Teenage Mutant Ninja Turtles,US,2014,Jonathan Liebesman,7 718 342,7 736 159
The Hobbit: The Desolation of Smaug,"US, NZ",2013,Peter Jackson,7 609 189,32 965 848
The Grand Budapest Hotel,"US, DE",2014,Wes Anderson,7 582 988,7 788 917
Neighbors,US,2014,Nicholas Stoller,7 540 955,7 548 672
The Fault in Our Stars,US,2014,Josh Boone,7 390 985,7 440 438
American Hustle,US,2013,David O. Russell,6 438 766,7 001 497
Supercondriaque,"FR, BE",2014,Dany Boon,6 311 968,6 325 873
Dracula Untold,"US, JP",2014,Gary Shore,6 121 519,6 127 373
Divergent,US,2014,Neil Burger,6 036 477,6 084 383
The Other Woman,US,2014,Nick Cassavetes,6 020 022,6 022 398
Edge of Tomorrow,US,2014,Doug Liman,5 824 172,5 832 028
Sex Tape,US,2014,Jake Kasdan,5 794 875,5 813 543
Annabelle,US,2014,John R. Leonetti,5 719 445,5 736 859
Non-Stop,"US, GB, FR",2014,Jaume Collet-Serra,5 520 368,5 523 242
Planes: Fire & Rescue,US,2014,Roberts Gannaway,5 518 074,5 533 660
Tinker Bell and the Pirate Fairy,US,2014,Peggy Holmes,5 472 379,5 489 166
The Expendables 3,"US, FR",2014,Patrick Hughes,5 353 552,5 357 154
The Monuments Men,"US, DE, GB",2014,George Clooney,5 291 973,5 294 521
Hercules,US,2014,Brett Ratner,5 288 222,5 290 176
The Equalizer,US,2014,Antoine Fuqua,5 153 155,5 160 296
The Inbetweeners Movie 2,GB,2014,"Damon Beesley, Iain Morris",5 032 430,5 032 926
Exodus: Gods and Kings,"US, GB, ES",2014,Ridley Scott,4 460 225,7 933 831
Dumb and Dumber To,US,2014,"Bobby Farrelly, Peter Farrelly",4 324 808,4 793 599
Fury,"US, CN, GB",2014,David Ayer,4 049 262,5 899 604
The Secret Life of Walter Mitty,US,2013,Ben Stiller,4 046 771,6 044 127
RoboCop,US,2014,José Padilha,4 001 150,4 001 477
Hundraåringen som klev ut genom fönstret och försvann,SE,2013,Felix Herngren,3 928 561,4 510 768
The Boxtrolls,US,2014,"Graham Annable, Anthony Stacchi",3 757 755,3 830 201
The Physician,DE,2013,Philipp Stölzl,3 751 975,5 205 146
The Nut Job,"CA, KR, US",2014,Peter Lepeniotis,3 739 972,3 981 503
Les vacances du petit Nicolas,FR,2014,Laurent Tirard,3 694 964,3 853 670
Samba,FR,2014,"Olivier Nakache, Eric Toledano",3 627 159,5 034 640
Eyyvah Eyvah 3,TR,2014,Hakan Algül,3 607 176,3 607 176
Need for Speed,"US, IN",2014,Scott Waugh,3 554 100,3 556 574
Step Up All In,US,2014,Trish Sie,3 520 952,3 522 073
La belle et la bête,"FR, DE",2014,Christophe Gans,3 264 771,3 274 089
Transcendence,"US, CN",2014,Wally Pfister,3 251 959,3 252 763
Magic in the Moonlight,"US, FR",2014,Woody Allen,3 204 940,3 395 166
Dügün dernek,TR,2013,"Selçuk Aydemir, Birkan Pusa",3 149 613,7 387 202
Pompeii,"US, DE, CA",2014,Paul W.S. Anderson,3 100 997,3 103 556
Belle et Sébastien,FR,2013,Nicolas Vanier,3 019 875,3 932 371
The House of Magic,BE,2013,"Jeremy Degruson, Ben Stassen, Mimi Maynard",3 018 102,3 687 871
The Purge: Anarchy,"US, FR",2014,James DeMonaco,3 000 718,3 003 303
A Million Ways to Die in the West,US,2014,Seth MacFarlane,2 946 124,2 947 937
The Book Thief,"US, DE",2013,Brian Percival,2 943 550,2 989 778
Astérix : Le domaine des dieux,"FR, BE",2014,"Louis Clichy, Alexandre Astier",2 925 085,5 345 857
Philomena,"GB, US, FR",2013,Stephen Frears,2 894 464,5 146 772
August: Osage County,US,2013,John Wells,2 706 672,2 712 506
Vaterfreuden,DE,2014,"Matthias Schweighöfer, Torsten Künstler",2 697 846,2 697 941
El Niño,"ES, FR",2014,Daniel Monzón,2 679 433,2 699 066
Babysitting,FR,2014,"Nicolas Benamou, Philippe Lacheau",2 603 143,2 629 614
Night at the Museum: Secret of the Tomb,US,2014,Shawn Levy,2 590 893,7 813 053
Let's Be Cops,US,2014,Luke Greenfield,2 542 127,3 576 746
Dallas Buyers Club,US,2013,Jean-Marc Vallée,2 504 216,2 515 615
47 Ronin,US,2013,Carl Rinsch,2 477 442,3 724 791
Big Hero 6,US,2014,"Don Hall, Chris Williams",2 475 552,13 142 168
La famille Bélier,"FR, BE",2014,Eric Lartigau,2 459 279,10 151 256
Paranormal Activity: The Marked Ones,US,2013,Christopher Landon,2 403 972,2 406 923
"Les trois frères, le retour",FR,2014,"Didier Bourdon, Bernard Campan, Pascal Légitimus",2 360 073,2 366 650
The Hundred-Foot Journey,"US, IN, AE",2014,Lasse Hallström,2 310 592,2 413 549
Cloudy with a Chance of Meatballs 2,US,2013,"Cody Cameron, Kris Pearn",2 301 681,6 976 868
Yves Saint Laurent,"FR, BE",2014,Jalil Lespert,2 293 783,2 296 142
Deliver Us from Evil,US,2014,Scott Derrickson,2 282 588,2 284 333
Jack Ryan: Shadow Recruit,US,2014,Kenneth Branagh,2 262 386,2 262 386
Maya the Bee Movie,"DE, AU",2014,Alexs Stadermann,2 244 213,3 624 847
Pek Yakinda,TR,2014,Cem Yilmaz,2 207 251,2 210 178
Walking with Dinosaurs 3D,"US, GB, IN, AU",2013,"Barry Cook, Neil Nightingale",2 193 293,4 038 040
Bogowie,PL,2014,Lukasz Palkowski,2 187 768,2 302 207
Mrs. Brown's Boys D'Movie,"GB, IE",2014,Ben Kellett,2 166 150,2 166 150
The Imitation Game,US,2014,Morten Tyldum,2 146 145,8 405 080
Minuscule - La vallée des fourmis perdues,"FR, BE",2013,"Hélène Giraud, Thomas Szabo",2 121 193,2 594 880
A Walk Among the Tombstones,US,2014,Scott Frank,2 096 751,2 201 603
Into the Storm,US,2014,Steven Quale,2 066 866,2 067 049
Fack ju Göhte,DE,2013,Bora Dagtekin,2 062 755,8 364 863
Blended,US,2014,Frank Coraci,2 048 301,2 048 536
Horrible Bosses 2,US,2014,Sean Anders,2 042 299,2 718 258
Fiston,FR,2014,Pascal Bourdiaux,2 027 681,2 027 681
Un boss in salotto,IT,2013,Luca Miniero,1 891 926,1 892 015
Boyhood,US,2014,Richard Linklater,1 889 731,2 096 182
Her,US,2013,Spike Jonze,1 886 489,1 941 318
Fading Gigolo,US,2013,John Turturro,1 852 657,1 869 342
Muppets Most Wanted,US,2014,James Bobin,1 817 514,1 819 000
Barbecue,FR,2014,Eric Lavaine,1 806 597,1 813 602
The Legend of Hercules,US,2014,Renny Harlin,1 804 998,1 805 884
Torrente 5. Operación Eurovegas,ES,2014,Santiago Segura,1 802 281,1 817 997
Miasto 44,PL,2014,Jan Komasa,1 742 935,1 773 210
Unutursam Fisilda,TR,2014,Çagan Irmak,1 723 519,1 738 161
Deliha,TR,2014,Hakan Algül,1 704 431,1 725 582
A Most Wanted Man,"US, DE, GB",2014,Anton Corbijn,1 697 451,1 723 981
Sin City: A Dame to Kill For,"US, CY",2014,"Frank Miller, Robert Rodriguez",1 689 858,1 691 242
Sotto una buona stella,IT,2014,Carlo Verdone,1 655 801,1 656 097
Tarzan,DE,2013,Reinhard Klooss,1 639 305,1 664 840
Birlesen Gönüller,TR,2014,Hasan Kiraç,1 626 471,1 633 447
"I, Frankenstein","AU, US",2014,Stuart Beattie,1 596 999,1 597 051
"Il ricco, il povero e il maggiordomo",IT,2014,"Aldo Baglio, Morgan Bertacca, Giacomo Poretti,  Giovanni",1 595 334,1 924 765
Begin Again,US,2013,John Carney,1 576 364,1 615 131
Mr. Turner,"GB, DE, FR",2014,Mike Leigh,1 546 656,2 126 852
Sous les jupes des filles,FR,2014,Audrey Dana,1 540 712,1 767 107
Last Vegas,US,2013,Jon Turteltaub,1 537 957,3 606 539
Çakallarla Dans 3: Sifir Sikinti,TR,2014,Murat Seker,1 501 028,1 708 425
Grace of Monaco,"FR, BE, IT, US, CH",2014,Olivier Dahan,1 490 339,1 495 471
The Judge,US,2014,David Dobkin,1 489 448,1 522 938
Patron Mutlu Son Istiyor,TR,2013,Kivanc Baruonu,1 454 732,1 573 156
John Wick,"US, CA, CN",2014,"Chad Stahelski, David Leitch",1 435 637,2 517 980
Incir Reçeli 2,TR,2014,Aytaç Agirlar,1 418 357,1 418 373
The Hunger Games: Catching Fire,US,2013,Francis Lawrence,1 400 760,21 581 947
Mandela: Long Walk to Freedom,"ZA, GB",2013,Justin Chadwick,1 398 239,1 595 039
La French,"FR, BE",2014,Cédric Jimenez,1 390 910,1 736 117
Fünf Freunde 3,DE,2014,Mike Marzuk,1 387 257,1 399 290
Brick Mansions,"CA, FR",2014,Camille Delamarre,1 384 536,1 384 549
Nightcrawler,US,2014,Dan Gilroy,1 362 919,1 542 598
Khumba,ZA,2013,Anthony Silverston,1 350 981,1 854 110
Stromberg - Der Film,DE,2014,Arne Feldhusen,1 350 355,1 351 799
Mommy,CA,2014,Xavier Dolan,1 346 780,1 591 175
The Book of Life,US,2014,Jorge R. Gutiérrez,1 330 509,1 692 389
Free Birds,US,2013,Jimmy Hayward,1 322 442,2 383 052
Lone Survivor,US,2013,Peter Berg,1 317 605,1 319 346
"As Above, So Below",US,2014,John Erick Dowdle,1 294 604,1 295 982
Andiamo a quel paese,IT,2014,"Salvatore Ficarra, Valentino Picone",1 286 776,1 309 306
Tutta colpa di Freud,IT,2014,Paolo Genovese,1 279 902,1 280 777
The Railway Man,"AU, GB",2013,Jonathan Teplitzky,1 276 867,1 319 602
Männerhort,DE,2014,Franziska Meyer Price,1 273 742,1 280 340
Homefront,US,2013,Gary Fleder,1 273 245,1 773 847
Inside Llewyn Davis,"US, GB, FR",2013,"Ethan Coen, Joel Coen",1 270 959,2 141 043
3 Days to Kill,"US, FR, GR, RU",2014, McG,1 270 232,1 270 658
Le crocodile du Botswanga,FR,2014,"Lionel Steketee, Fabrice Eboué",1 230 210,1 230 210
Bibi & Tina - Der Film,DE,2014,Detlev Buck,1 225 508,1 248 065
Winter's Tale,US,2014,Akiva Goldsman,1 224 122,1 224 577
Ouija,US,2014,Stiles White,1 219 155,2 235 706
Kaze tachinu,JP,2013,Hayao Miyazaki,1 215 514,1 264 795
Hadi Insallah,TR,2014,Ali Taner Baltaci,1 208 430,1 331 726
Gravity,"US, GB",2013,Alfonso Cuarón,1 201 582,16 756 308
Gooische Vrouwen II,NL,2014,Will Koopman,1 196 286,1 201 826
Jack Strong,PL,2014,Wladyslaw Pasikowski,1 191 053,1 195 438
Tu veux... ou tu veux pas?,"FR, BE",2014,Tonie Marshall,1 189 954,1 256 579
Ride Along,US,2014,Tim Story,1 161 886,1 161 889
Pride,"GB, FR",2014,Matthew Warchus,1 161 661,1 801 831
Honig im Kopf,DE,2014,"Til Schweiger, Lars Gmehling",1 142 080,8 130 346
Nymphomaniac - Vol. I,"DK, DE, FR, BE",2013,Lars von Trier,1 128 460,1 202 738
That Awkward Moment,US,2014,Tom Gormican,1 125 688,1 125 873
Before I Go to Sleep,"US, GB, FR, SE",2014,Rowan Joffe,1 124 537,1 239 395
The Giver,US,2014,Phillip Noyce,1 114 033,1 123 955
Saving Mr. Banks,"US, GB, AU",2013,John Lee Hancock,1 109 449,1 730 121
Lee Daniels' The Butler,US,2013,Lee Daniels,1 107 263,5 476 033
"Deux jours, une nuit","BE, FR, IT",2014,"Luc Dardenne, Jean-Pierre Dardenne",1 094 039,1 175 098
"Nativity 3: Dude, Where's My Donkey?!",GB,2014,Debbie Isitt,1 091 917,1 117 264
Il capitale umano,"IT, FR",2013,Paolo Virzì,1 070 429,1 277 288
Il giovane favoloso,IT,2014,Mario Martone,1 069 714,1 142 267
The Two Faces of January,"GBinc, US, FR",2014,Hossein Amini,1 050 886,1 065 182
"Love, Rosie","DE, GB",2014,Christian Ditter,1 048 278,1 136 519
"Les garçons et Guillaume, à table!","FR, BE",2013,Guillaume Gallienne,1 041 526,3 082 467
"Pettersson und Findus - Kleiner Quälgeist, große Freundschaft",DE,2014,Ali Samadi Ahadi,1 041 032,1 148 531
Tammy,US,2014,Ben Falcone,1 035 720,1 035 720
Ida,"PL, DK",2013,Pawel Pawlikowski,1 033 969,1 431 594
La isla mínima,ES,2014,Alberto Rodríguez,1 028 131,1 867 947
Space Pirate Captain Harlock,JP,2013,Shinji Aramaki,1 009 019,1 037 201
Relatos salvajes,"AR, ES",2014,Damián Szifrón, 965 687,2 360 025
Wir sind die Neuen,DE,2014,Ralf Westhoff, 962 868,1 020 006
Mandira Filozofu,TR,2013,Müfit Can Sacinti, 956 571, 956 571
Der 7bte Zwerg,DE,2014,"Boris Aljinovic, Harald Siepermann", 949 999,1 447 326
La scuola più bella del mondo,IT,2014,Luca Miniero, 947 560, 962 685
If I Stay,US,2014,R.J. Cutler, 931 811, 933 825
Hippocrates,FR,2014,Thomas Lilti, 931 593,1 026 160
Bi Küçük Eylül Meselesi,TR,2014,Kerem Deren, 924 709, 924 709
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",US,2014,Miguel Arteta, 917 975, 988 597
Die Mannschaft,DE,2014,"Martin Christ, Jens Gronheid, Ulrich Voigt", 915 038, 921 925
Anchorman 2: The Legend Continues,US,2013,Adam McKay, 914 501,2 791 974
Chef,US,2014,Jon Favreau, 896 671,1 065 065
Dabbe 5: Zehr-i Cin,TR,2014,Hasan Karacadag, 888 310, 888 940
Pod mocnym aniolem,"PL, HU",2014,Wojciech Smarzowski, 882 785, 884 230
The Love Punch,GB,2013,Joel Hopkins, 882 679, 895 966
Star Wars: Episode VII - The Force Awakens,US,2015,J.J. Abrams,42 399 893,61 411 433
Minions,US,2015,"Kyle Balda, Pierre Coffin",41 759 071,41 887 667
Spectre,"GBinc, US",2015,Sam Mendes,40 450 644,41 604 093
Jurassic World,"US, CN",2015,Colin Trevorrow,31 974 678,32 028 630
Furious Seven,"US, JP, CN",2015,James Wan,30 914 513,30 936 497
Fifty Shades of Grey,US,2015,Sam Taylor-Johnson,29 001 716,29 055 885
Inside Out,US,2015,"Pete Docter, Ronnie Del Carmen",28 035 204,28 411 609
Avengers: Age of Ultron,US,2015,Joss Whedon,24 179 354,24 191 800
The Hunger Games: Mockingjay - Part 2,"US, DE",2015,Francis Lawrence,18 475 883,20 541 264
Hotel Transylvania 2,US,2015,Genndy Tartakovsky,15 829 942,16 183 899
The Martian,"US, GB, HU, JO",2015,Ridley Scott,14 816 717,14 923 621
Mission: Impossible - Rogue Nation,"US, CN, HK",2015,Christopher McQuarrie,13 273 387,13 283 778
American Sniper,US,2014,Clint Eastwood,13 039 664,13 045 062
Cinderella,"US, GB",2015,Kenneth Branagh,12 254 135,12 267 556
Big Hero 6,US,2014,"Don Hall, Chris Williams",10 649 288,13 142 168
Home,US,2015,Tim Johnson,10 150 518,10 166 747
Taken 3,FR,2014,Olivier Megaton,9 829 591,9 832 109
Mad Max: Fury Road,"AU, US",2015,George Miller,9 626 757,9 695 101
Maze Runner: The Scorch Trials,US,2015,Wes Ball,9 457 659,9 476 688
Fack ju Göhte 2,DE,2015,Bora Dagtekin,8 932 428,9 062 847
The Good Dinosaur,US,2015,Peter Sohn,8 815 189,12 388 930
The SpongeBob Movie: Sponge Out of Water,US,2015,"Mike Mitchell, Paul Tibbitt",8 658 989,8 673 098
Ant-Man,US,2015,Peyton Reed,8 043 575,8 054 645
Ted 2,US,2015,Seth MacFarlane,7 927 974,7 932 642
Kingsman: The Secret Service,"GBinc, US",2014,Matthew Vaughn,7 852 087,7 900 615
Insurgent,US,2015,Robert Schwentke,7 754 940,7 778 148
Shaun the Sheep Movie,GB,2015,"Mark Burton, Richard Starzak",7 640 054,8 126 745
La famille Bélier,"FR, BE",2014,Eric Lartigau,7 614 450,10 151 256
Everest,"US, GB, IS",2015,Baltasar Kormákur,7 470 260,7 504 138
The Hobbit: The Battle of the Five Armies,"US, NZ",2014,Peter Jackson,7 210 501,32 841 358
Terminator Genisys,US,2015,Alan Taylor,7 099 428,7 101 991
Honig im Kopf,DE,2014,"Til Schweiger, Lars Gmehling",6 929 935,8 130 346
The Theory of Everything,"GBinc, US",2014,James Marsh,6 756 872,6 954 130
Paddington,"GB, FR",2014,Paul King,6 517 905,15 384 495
The Imitation Game,US,2014,Morten Tyldum,6 207 999,8 405 080
San Andreas,"US, AU, CA",2015,Brad Peyton,5 872 548,5 874 040
Pitch Perfect 2,US,2015,Elizabeth Banks,5 674 456,5 675 931
Pixels,"US, CN, FR",2015,Chris Columbus,5 648 929,5 652 952
Dügün Dernek 2: Sünnet,TR,2015,Selçuk Aydemir,5 491 983,6 427 368
Spy,US,2015,Paul Feig,5 483 181,5 487 060
Bridge of Spies,"US, DE, IN",2015,Steven Spielberg,5 372 884,7 322 851
Focus,"US, AR",2015,"Glenn Ficarra, John Requa",5 361 042,5 365 931
Night at the Museum: Secret of the Tomb,US,2014,Shawn Levy,5 218 772,7 813 053
Ocho apellidos catalanes,ES,2015,Emilio Martínez Lázaro,5 069 757,5 683 313
Les nouvelles aventures d'Aladin,"FR, BE",2015,Arthur Benzaquen,4 699 607,4 884 750
Birdman,"US, CA",2014,Alejandro González Iñárritu,4 583 430,4 597 392
Tomorrowland,"US, ES",2015,Brad Bird,4 422 313,4 424 211
Fantastic Four,"US, DE, GB, CA",2015,"Josh Trank, Stephen E. Rivkin",4 162 412,4 164 042
Magic Mike XXL,US,2015,Gregory Jacobs,4 128 895,4 129 845
Penguins of Madagascar,US,2014,"Eric Darnell, Simon J. Smith",4 117 084,13 035 275
The Intern,US,2015,Nancy Meyers,4 097 344,4 149 821
Pan,US,2015,Joe Wright,4 061 063,4 117 098
Mucize,TR,2015,Mahsun Kirmizigül,4 048 724,4 048 724
The Little Prince,"FR, US",2015,Mark Osborne,4 035 021,6 321 141
Jupiter Ascending,US,2015,"Lilly Wachowski, Lana Wachowski",3 883 072,3 883 936
The Last Witch Hunter,"US, CN, CA",2015,Breck Eisner,3 808 126,3 820 739
Les profs 2,FR,2015,Pierre-François Martin-Laval,3 723 038,3 732 135
The Peanuts Movie,US,2015,Steve Martino,3 621 405,6 695 633
