Original title,Producing country,Production year,Directors,Admissions null-null,Total EU27+GB since 1996
Taxi 2,FR,2000,Gérard Krawczyk,12 584 057,12 584 057
Charlie's Angels,"US, DE",2000,"Joseph McGinty Nichol,  McG",12 195 640,12 195 640
The Perfect Storm,US,2000,Wolfgang Petersen,11 387 300,11 387 300
Chocolat,"US, GB",2000,Lasse Hallström,11 113 397,11 113 397
Hollow Man,US,2000,Paul Verhoeven,11 025 012,11 025 012
The Emperor's New Groove,US,2000,Mark Dindal,10 851 476,10 851 476
The Beach,US,2000,Danny Boyle,10 816 906,10 816 906
Traffic,"US, DE",2000,Steven Soderbergh,10 121 007,10 121 007
Miss Congeniality,US,2000,Donald Petrie,10 114 247,10 114 247
How the Grinch Stole Christmas,US,2000,Ron Howard,9 794 330,9 794 330
Scream 3,US,2000,Wes Craven,9 771 317,9 771 317
Wo hu cang long,"TW, CN, HK, US",2000,Ang Lee,9 431 535,9 431 535
Vertical Limit,US,2000,Martin Campbell,9 033 671,9 033 671
The Patriot,US,2000,Roland Emmerich,8 622 890,8 622 890
Road Trip,US,2000,Todd Phillips,8 166 217,8 166 217
Final Destination,US,2000,James Wong,7 406 663,7 406 663
The Whole Nine Yards,"US, CA",2000,Jonathan Lynn,7 056 081,7 056 081
Le placard,FR,2000,Francis Veber,6 979 657,6 979 657
Chiedimi se sono felice,IT,2000,"Aldo Baglio, Giacomo Poretti,  Giovanni, Massimo Venier",6 806 239,6 806 239
"Me, Myself & Irene",US,2000,"Bobby Farrelly, Peter Farrelly",6 600 024,6 600 024
The Tigger Movie,"US, JP",2000,Jun Falkenstein,6 393 564,6 393 564
Les rivières pourpres,FR,2000,Mathieu Kassovitz,6 386 693,6 386 693
Big Momma's House,US,2000,Raja Gosnell,6 080 152,6 080 152
Coyote Ugly,US,2000,David McNally,5 989 964,5 989 964
Snatch,"GB, US",2000,Guy Ritchie,5 803 966,5 803 966
Pokémon: The Movie 2000,"JP, US",2000,Michael Haigney,5 734 178,5 734 178
Autumn in New York,US,2000,Joan Chen,5 637 455,5 637 455
Le goût des autres,FR,2000,Agnès Jaoui,5 144 363,5 144 363
The Cell,US,2000,Tarsem Singh,5 071 862,5 071 862
The 6th Day,"US, CA",2000,Roger Spottiswoode,5 070 659,5 070 659
Bedazzled,US,2000,Harold Ramis,4 789 013,4 789 013
Nutty Professor II: The Klumps,US,2000,Peter Segal,4 708 550,4 708 550
"O Brother, Where Art Thou?","US, FR, GB",2000,"Joel Coen, Ethan Coen",4 701 920,4 701 920
Shaft,US,2000,John Singleton,4 122 071,4 122 071
Mission to Mars,US,2000,Brian De Palma,4 056 296,4 056 296
The Gift,US,2000,Sam Raimi,3 867 333,3 867 333
The Family Man,US,2000,Brett Ratner,3 814 436,3 814 436
Dancer in the Dark,"DK, FR, SE",2000,Lars von Trier,3 656 808,3 656 808
Space Cowboys,US,2000,Clint Eastwood,3 624 514,3 624 514
U-571,"US, FR",2000,Jonathan Mostow,3 569 932,3 569 932
Vizontele,TR,2000,"Yilmaz Erdogan, Ömer Faruk Sorak",3 556 294,3 556 294
"Dude, Where's My Car?",US,2000,Danny Leiner,3 522 079,3 522 079
Romeo Must Die,US,2000,Andrzej Bartkowiak,3 202 802,3 202 802
Finding Forrester,US,2000,Gus Van Sant,3 151 260,3 151 260
Pane e tulipani,"IT, CH",2000,Silvio Soldini,3 082 208,3 082 208
Belphégor - Le fantôme du Louvre,FR,2000,Jean-Paul Salomé,3 053 474,3 053 474
Saving Grace,GB,2000,Nigel Cole,3 051 381,3 051 381
Proof of Life,US,2000,Taylor Hackford,2 994 952,2 994 952
Rugrats in Paris: The Movie - Rugrats II,"US, DE",2000,"Stig Bergqvist, Paul Demeyer",2 965 658,2 965 658
Italiensk for begyndere,DK,2000,Lone Scherfig,2 944 346,2 944 346
The Road to El Dorado,US,2000,"Bibo Bergeron, Jeffrey Katzenberg, Will Finn, Don Paul",2 919 719,2 919 719
American Psycho,US,2000,Mary Harron,2 893 294,2 893 294
Book of Shadows: Blair Witch 2,US,2000,Joe Berlinger,2 875 024,2 875 024
High Fidelity,"GB, US",2000,Stephen Frears,2 787 368,2 787 368
Une hirondelle a fait le printemps,"FR, BE",2000,Christian Carion,2 773 596,2 773 596
Keeping the Faith,US,2000,Edward Norton,2 726 418,2 726 418
Shanghai Noon,US,2000,Tom Dey,2 710 298,2 710 298
The Little Vampire,"DE, NL, US",2000,Uli Edel,2 665 980,2 665 980
Kevin & Perry Go Large,GB,2000,Ed Bye,2 615 380,2 615 380
Small Time Crooks,US,2000,Woody Allen,2 534 965,2 534 965
The Kid,US,2000,Jon Turteltaub,2 508 883,2 508 883
28 Days,US,2000,Betty Thomas,2 504 771,2 504 771
"Hjælp, jeg er en fisk","DK, DE, IE",2000,"Stefan Fjeldmark, Michael Donovan, Michael Hegner, Greg Manwaring",2 472 617,2 472 617
Anatomie,DE,2000,Stefan Ruzowitzky,2 470 430,2 470 430
Frequency,US,2000,Gregory Hoblit,2 445 035,2 445 035
"Harry, un ami qui vous veut du bien",FR,2000,Dominik Moll,2 400 612,2 400 612
Men of Honor,US,2000,George Tillman Jr.,2 373 943,2 373 943
Un crime au paradis,FR,2000,Jean Becker,2 296 655,2 296 655
The Flintstones in Viva Rock Vegas,US,2000,Brian Levant,2 292 363,2 292 363
Dungeons & Dragons,"US, CZ",2000,Courtney Solomon,2 235 767,2 235 767
Pettson & Findus - Kattonauten,"SE, DE",2000,"Albert Hanan Kaminski, Torbjörn Jansson, Árpád Szabó",2 213 104,2 213 104
Fa yeung nin wa,"HK, FR",2000,Kar-Wai Wong,2 196 746,2 196 746
Thirteen Days,US,2000,Roger Donaldson,2 193 748,2 193 748
The Watcher,US,2000,Joe Charbanic,2 141 464,2 141 464
Dr. T & the Women,"US, DE",2000,Robert Altman,2 106 371,2 106 371
Urban Legends: Final Cut,"US, CA",2000,John Ottman,2 044 520,2 044 520
The Next Best Thing,US,2000,John Schlesinger,2 024 608,2 024 608
Pocket Monster: Kesshôtô no teiô,JP,2000,"Michael Haigney, Kunihiko Yuyama",2 018 632,2 018 632
Harte Jungs,DE,2000,Marc Rothemund,2 006 468,2 006 468
Pitch Black,US,2000,David Twohy,2 003 385,2 003 385
Tillsammans,"SE, DK, IT",2000,Lukas Moodysson,1 978 294,1 978 294
Jet Set,"FR, ES",2000,Fabien Onteniente,1 968 201,1 968 201
Wonder Boys,"US, DE, GB, JP",2000,Curtis Hanson,1 919 805,1 919 805
Lost Souls,US,2000,Janusz Kaminski,1 907 255,1 907 255
The Art of War,"CA, US",2000,Christian Duguay,1 905 866,1 905 866
The Million Dollar Hotel,"DE, US",2000,Wim Wenders,1 892 666,1 892 666
La comunidad,ES,2000,Álex de la Iglesia,1 881 650,1 881 650
Lucía y el sexo,"ES, FR",2000,Julio Medem,1 881 132,1 881 132
Red Planet,US,2000,Antony Hoffman,1 880 280,1 880 280
The Skulls,US,2000,Rob Cohen,1 815 748,1 815 748
Memento,US,2000,Christopher Nolan,1 750 548,1 750 548
Bounce,US,2000,Don Roos,1 747 493,1 747 493
Kahpe Bizans,TR,2000,Gani Müjde,1 735 658,1 735 658
Bring It On,US,2000,Peyton Reed,1 713 524,1 713 524
Remember the Titans,US,2000,Boaz Yakin,1 626 224,1 626 224
Titan A.E.,US,2000,"Don Bluth, Gary Goldman",1 624 443,1 624 443
Little Nicky,US,2000,Steven Brill,1 622 328,1 622 328
Driven,"US, CA",2000,Renny Harlin,1 602 542,1 602 542
Dracula 2000,US,2000,Patrick Lussier,1 585 253,1 585 253
Bless the Child,"US, DE",2000,Chuck Russell,1 583 024,1 583 024
Crazy,DE,2000,Hans-Christian Schmid,1 551 902,1 551 902
Almost Famous,US,2000,Cameron Crowe,1 524 968,1 524 968
Intimacy,"FR, GB, DE, ES",2000,Patrice Chéreau,1 494 364,1 494 364
Under Suspicion,"US, FR",2000,Stephen Hopkins,1 464 695,1 464 695
Malèna,"IT, US",2000,Giuseppe Tornatore,1 454 841,1 454 841
Komser Sekspir,TR,2000,Sinan Cetin,1 440 885,1 440 885
Merci pour le chocolat,"FR, CH",2000,Claude Chabrol,1 437 120,1 437 120
Jalla! Jalla!,SE,2000,Josef Fares,1 418 781,1 418 781
Año Mariano,ES,2000,"Karra Elejalde, Fernando Guillén Cuervo",1 378 029,1 378 029
Hanging Up,US,2000,Diane Keaton,1 337 726,1 337 726
Digimon: The Movie,"JP, US",2000,"Mamoru Hosoda, Bob Buchholz, Minoru Hosoda, Jeff Nimoy, Shigeyasu Yamauchi",1 329 296,1 329 296
Jetzt oder nie - Zeit ist Geld,DE,2000,Lars Büchel,1 290 106,1 290 106
Erkan & Stefan,DE,2000,Michael Herbig,1 282 127,1 282 127
The Body,"US, DE, IL",2000,Jonas McCord,1 244 346,1 244 346
La veuve de Saint-Pierre,"FR, CA",2000,Patrice Leconte,1 239 311,1 239 311
Otto - Der Katastrofenfilm,DE,2000,Edzard Onneken,1 237 546,1 237 546
Meilleur espoir féminin,FR,2000,Gérard Jugnot,1 201 572,1 201 572
The Legend of Bagger Vance,US,2000,Robert Redford,1 201 029,1 201 029
Maybe Baby,GB,2000,"Ben Elton, Hugh Laurie",1 159 645,1 159 645
Pay It Forward,US,2000,Mimi Leder,1 150 991,1 150 991
Le prince du Pacifique,"FR, ES",2000,Alain Corneau,1 124 869,1 124 869
Boys and Girls,US,2000,Robert Iscove,1 115 087,1 115 087
Down to You,US,2000,Kris Isacsson,1 101 406,1 101 406
The Adventures of Rocky & Bullwinkle,"US, DE",2000,Des McAnuff,1 100 086,1 100 086
Rules of Engagement,"US, CA",2000,William Friedkin,1 084 300,1 084 300
I Dreamed of Africa,US,2000,Hugh Hudson,1 077 025,1 077 025
Vatel,"FR, GB",2000,Roland Joffé,1 061 842,1 061 842
Sous le sable,FR,2000,François Ozon,1 057 113,1 057 113
Promenons-nous dans les bois,FR,2000,Lionel Delplanque,1 003 289,1 003 289
Body Guards - Guardie del corpo,IT,2000,Neri Parenti, 999 586, 999 586
Amores perros,MX,2000,Alejandro González Iñárritu, 976 363, 976 363
Before Night Falls,US,2000,Julian Schnabel, 973 658, 973 658
Reindeer Games,US,2000,John Frankenheimer, 972 010, 972 010
Schule,DE,2000,Marco Petry, 959 532, 959 532
Center Stage,US,2000,Nicholas Hytner, 947 844, 947 844
Ça ira mieux demain,FR,2000,Jeanne Labrune, 926 874, 926 874
Battlefield Earth: A Saga of the Year 3000,US,2000,Roger Christian, 874 660, 874 660
El bola,ES,2000,Achero Mañas, 852 209, 852 209
Ordinary Decent Criminal,"DE, IE",2000,Thaddeus O'Sullivan, 851 485, 851 485
Gossip,US,2000,Davis Guggenheim, 826 729, 826 729
Thomas and The Magic Railroad,"GB, US",2000,Britt Allcroft, 821 707, 821 707
Nueve Reinas,AR,2000,Fabián Bielinsky, 817 816, 817 816
Things You Can Tell Just by Looking at Her,US,2000,Rodrigo García, 805 951, 805 951
Hemso,"TR, GB",2000,"Ömer Uður, Ömer Ugur", 790 647, 790 647
You're the One (una historia de entonces),ES,2000,José Luis Garci, 776 436, 776 436
Der Krieger und die Kaiserin,DE,2000,Tom Tykwer, 762 435, 762 435
Cherry Falls,US,2000,Geoffrey Wright, 752 995, 752 995
"Güle, Güle","TR, FR, HU",2000,Zeki Ökten, 752 802, 752 802
The Replacements,US,2000,Howard Deutch, 741 883, 741 883
Prymas - trzy lata z tysiaca,PL,2000,Teresa Kotlarczyk, 736 399, 736 399
Nurse Betty,"US, DE",2000,Neil LaBute, 727 343, 727 343
Le roi danse,"FR, DE, BE",2000,Gérard Corbiau, 724 969, 724 969
Le vélo de Ghislain Lambert,FR,2000,Philippe Harel, 720 751, 720 751
Le libertin,FR,2000,Gabriel Aghion, 718 226, 718 226
The Yards,US,2000,James Gray, 682 151, 682 151
Bread And Roses,"GB, DE, ES",2000,Ken Loach, 678 495, 678 495
Im Juli.,DE,2000,Fatih Akin, 655 256, 655 256
I Cento Passi,IT,2000,Marco Tullio Giordana, 654 633, 654 633
Quills,US,2000,Philip Kaufman, 650 215, 650 215
Kytice,CZ,2000,F.A. Brabec, 629 023, 629 023
Abuzer Kadayif,TR,2000,Tunç Basaran, 619 403, 619 403
Samotáři,"CZ, SI",2000,David Ondricek, 607 789, 607 789
Requiem for a Dream,US,2000,Darren Aronofsky, 607 485, 607 485
Dayereh,"IR, IT",2000,Jafar Panahi, 599 268, 599 268
Il grande botto,IT,2000,Leone Pompucci, 587 870, 587 870
Les destinées sentimentales,"FR, CH",2000,Olivier Assayas, 580 803, 580 803
Highlander: Endgame,US,2000,Douglas Aarniokoski, 577 395, 577 395
L'extraterrestre,FR,2000,Didier Bourdon, 552 706, 552 706
Salsa,"FR, ES",2000,Joyce Buñuel, 540 961, 540 961
Sade,FR,2000,Benoît Jacquot, 535 571, 535 571
Passion of Mind,"US, FR",2000,Alain Berliner, 528 668, 528 668
The Weight of Water,"US, FR, CA",2000,Kathryn Bigelow, 523 777, 523 777
The Golden Bowl,"US, GB, FR",2000,James Ivory, 516 676, 516 676
Canone inverso - making love,IT,2000,Ricky Tognazzi, 516 240, 516 240
A Time for Dancing,US,2000,Peter Gilbert, 511 598, 511 598
Faccia di Picasso,IT,2000,Massimo Ceccherini, 500 732, 500 732
Saint-Cyr,"FR, BE, DE",2000,Patricia Mazuy, 485 478, 485 478
Blinkende lygter,"DK, SE",2000,Anders Thomas Jensen, 485 271, 485 271
Shadow of the Vampire,"US, GB, LU",2000,E. Elias Merhige, 482 791, 482 791
Princezna ze mlejna II.,CZ,2000,Zdenek Troska, 481 727, 481 727
Sexy Beast,"GB, ES",2000,Jonathan Glazer, 477 762, 477 762
Les portes de la gloire,"FR, BE",2000,Christian Merret-Palmair, 472 232, 472 232
2001: A Space Travesty,"US, DE, CA",2000,Allan A. Goldstein, 471 272, 471 272
Love's Labour's Lost,"GB, US",2000,Kenneth Branagh, 469 326, 469 326
Marlene,DE,2000,Joseph Vilsmaier, 467 252, 467 252
The Lord of the Rings: The Fellowship of the Ring,"US, NZ",2001,Peter Jackson,61 756 026,61 756 026
Harry Potter and the Philosopher's Stone,"GBinc, US",2001,Chris Columbus,61 598 852,61 598 852
Bridget Jones's Diary,"GBinc, US",2001,Sharon Maguire,30 463 682,30 463 682
Ocean's Eleven,US,2001,Steven Soderbergh,26 596 383,26 596 383
"Monsters, Inc.",US,2001,"Pete Docter, David Silverman, Lee Unkrich",25 014 111,25 014 111
Shrek,US,2001,"Andrew Adamson, Vicky Jenson",24 312 536,24 312 536
Hannibal,US,2001,Ridley Scott,21 018 672,21 018 672
American Pie 2,US,2001,J.B. Rogers,20 883 319,20 883 319
Pearl Harbor,US,2001,Michael Bay,20 780 129,20 780 129
Le fabuleux destin d'Amélie Poulain,"FR, DE",2001,Jean-Pierre Jeunet,20 639 521,20 639 521
The Mummy Returns,US,2001,Stephen Sommers,20 551 612,20 551 612
Planet of the Apes,US,2001,Tim Burton,16 706 585,16 706 585
Jurassic Park III,US,2001,Joe Johnston,15 781 151,15 781 151
A Beautiful Mind,US,2001,Ron Howard,15 721 794,15 721 794
Lara Croft: Tomb Raider,"US, GB, JP, DE",2001,Simon West,14 621 840,14 621 840
The Others,"ES, US",2001,Alejandro Amenábar,14 353 585,14 353 585
Der Schuh des Manitu,DE,2001,Michael Herbig,14 286 858,14 286 858
Moulin rouge,"US, AU",2001,Baz Luhrmann,12 746 017,12 746 017
Atlantis: The Lost Empire,US,2001,"Gary Trousdale, Kirk Wise",11 649 846,11 649 846
Cats & Dogs,US,2001,Lawrence Guterman,10 662 805,10 662 805
Scary Movie 2,US,2001,Keenen Ivory Wayans,10 054 175,10 054 175
Vanilla Sky,US,2001,Cameron Crowe,8 986 532,8 986 532
Le pacte des loups,FR,2001,Christophe Gans,8 654 088,8 654 088
Rush Hour 2,US,2001,Brett Ratner,8 542 009,8 542 009
Artificial Intelligence: AI,US,2001,Steven Spielberg,8 073 605,8 073 605
The Mexican,US,2001,Gore Verbinski,7 931 717,7 931 717
Spy Game,"US, DE, JP, FR",2001,Tony Scott,7 731 766,7 731 766
La vérité si je mens ! 2,FR,2001,Thomas Gilou,7 634 275,7 634 275
The Fast and the Furious,"US, DE",2001,Rob Cohen,7 394 482,7 394 482
America's Sweethearts,US,2001,Joe Roth,7 021 540,7 021 540
Dr. Dolittle 2,US,2001,Steve Carr,6 827 631,6 827 631
Swordfish,US,2001,Dominic Sena,6 774 706,6 774 706
Gosford Park,"US, GB, DE, IT",2001,Robert Altman,6 678 857,6 678 857
Evolution,US,2001,Ivan Reitman,6 612 221,6 612 221
Shallow Hal,US,2001,"Bobby Farrelly, Peter Farrelly",6 523 739,6 523 739
A Knight's Tale,US,2001,Brian Helgeland,6 456 343,6 456 343
Final Fantasy: The Spirits Within,"JP, US",2001,"Hironobu Sakaguchi, Motonori Sakakibara",5 743 170,5 743 170
From Hell,US,2001,"Albert Hughes, Allen Hughes",5 553 502,5 553 502
Save the Last Dance,US,2001,Thomas Carter,5 360 368,5 360 368
Torrente 2: Misión en Marbella,ES,2001,Santiago Segura,5 300 036,5 300 036
Tanguy,FR,2001,Étienne Chatiliez,5 264 257,5 264 257
The Princess Diaries,US,2001,Garry Marshall,4 975 253,4 975 253
Le peuple migrateur,"FR, DE",2001,"Jacques Perrin, Jacques Cluzaud, Michel Debats",4 904 647,4 904 647
Legally Blonde,US,2001,Robert Luketic,4 822 374,4 822 374
L'auberge espagnole,"FR, ES",2001,Cédric Klapisch,4 676 504,4 676 504
Quo Vadis?,"PL, US",2001,Jerzy Kawalerowicz,4 417 449,4 417 449
Captain Corelli's Mandolin,"GBinc, US, FR",2001,John Madden,4 395 026,4 395 026
Black Hawk Down,"US, GB",2001,Ridley Scott,4 244 321,4 244 321
The Wedding Planner,US,2001,Adam Shankman,4 239 299,4 239 299
Enemy at the Gates,"US, DE, GB, IE",2001,Jean-Jacques Annaud,4 232 699,4 232 699
The Score,US,2001,"Frank Oz, Robert De Niro",4 212 050,4 212 050
Don't Say a Word,US,2001,Gary Fleder,4 201 512,4 201 512
Along Came a Spider,US,2001,Lee Tamahori,4 013 752,4 013 752
Spy Kids,US,2001,Robert Rodriguez,3 963 370,3 963 370
Training Day,US,2001,Antoine Fuqua,3 791 794,3 791 794
L'ultimo bacio,IT,2001,Gabriele Muccino,3 730 286,3 730 286
Blow,US,2001,Ted Demme,3 668 939,3 668 939
Der Kleine Eisbär,DE,2001,"Thilo Rothkirch, Piet de Rycker",3 638 289,3 638 289
Not Another Teen Movie,US,2001,Joel Gallen,3 458 346,3 458 346
Ali,US,2001,Michael Mann,3 416 197,3 416 197
Sen to Chihiro no kamikakushi,"JP, US",2001,Hayao Miyazaki,3 408 992,3 408 992
Bandits,US,2001,Barry Levinson,3 253 112,3 253 112
Merry Christmas,"IT, ES",2001,Neri Parenti,3 224 232,3 224 232
Yamakasi - Les samouraïs des temps modernes,FR,2001,"Ariel Zeitoun, Julien Seri",3 062 425,3 062 425
Rat Race,"US, CA",2001,Jerry Zucker,3 053 317,3 053 317
Kiss of the Dragon,FR,2001,Chris Nahon,3 000 557,3 000 557
Jeepers Creepers,"US, DE",2001,Victor Salva,2 993 732,2 993 732
Vidocq,FR,2001, Pitof,2 987 246,2 987 246
El otro lado de la cama,ES,2001,Emilio Martínez Lázaro,2 914 900,2 914 900
The Curse of the Jade Scorpion,US,2001,Woody Allen,2 901 115,2 901 115
Heartbreakers,US,2001,David Mirkin,2 832 887,2 832 887
Thir13en Ghosts,US,2001,Steve Beck,2 821 440,2 821 440
La stanza del figlio,"IT, FR",2001,Nanni Moretti,2 738 052,2 738 052
Mulholland Drive,"US, FR",2001,David Lynch,2 684 064,2 684 064
"Mädchen, Mädchen",DE,2001,Dennis Gansel,2 635 425,2 635 425
15 Minutes (Fifteen Minutes),US,2001,John Herzfeld,2 600 419,2 600 419
Exit Wounds,US,2001,Andrzej Bartkowiak,2 578 222,2 578 222
Les rois mages,FR,2001,"Didier Bourdon, Bernard Campan",2 548 141,2 548 141
The Royal Tenenbaums,US,2001,Wes Anderson,2 506 942,2 506 942
Kate & Leopold,US,2001,James Mangold,2 497 656,2 497 656
Nirgendwo in Afrika,DE,2001,Caroline Link,2 481 172,2 481 172
Los lunes al sol,"ES, FR, IT",2001,Fernando León de Aranoa,2 455 171,2 455 171
Das Experiment,DE,2001,Oliver Hirschbiegel,2 433 261,2 433 261
The Hole,"GB, FR",2001,Nick Hamm,2 431 865,2 431 865
W pustyni i w puszczy,PL,2001,Gavin Hood,2 226 920,2 226 920
La tour Montparnasse infernale,FR,2001,Charles Nemes,2 218 923,2 218 923
Serendipity,US,2001,Peter Chelsom,2 217 997,2 217 997
Juana la Loca,"ES, IT, PT",2001,Vicente Aranda,2 133 880,2 133 880
Just Visiting,"FR, US",2001,Jean-Marie Poiré,2 095 003,2 095 003
The Animal,US,2001,Luke Greenfield,2 066 326,2 066 326
Sweet November,US,2001,Pat O'Connor,2 062 397,2 062 397
The One,US,2001,James Wong,2 045 554,2 045 554
I am Sam,US,2001,Jessie Nelson,2 041 851,2 041 851
Die Klavierspielerin,"AT, FR, DE",2001,Michael Haneke,2 028 232,2 028 232
Das Sams - Der Film,DE,2001,Ben Verbong,2 014 634,2 014 634
The Man Who Wasn't There,US,2001,"Joel Coen, Ethan Coen",2 014 256,2 014 256
Emil und Die Detektive,DE,2001,Franziska Buch,1 999 818,1 999 818
Behind Enemy Lines,US,2001,John Moore,1 981 808,1 981 808
The Tailor of Panama,"US, IE",2001,John Boorman,1 979 637,1 979 637
Monsoon Wedding,"IN, IT, FR, US",2001,Mira Nair,1 945 727,1 945 727
Valentine,US,2001,Jamie Blanks,1 917 859,1 917 859
Wasabi,"FR, JP",2001,Gérard Krawczyk,1 896 310,1 896 310
The Shipping News,US,2001,Lasse Hallström,1 890 051,1 890 051
Original Sin,US,2001,Michael Cristofer,1 888 532,1 888 532
El hijo de la novia,"AR, ES",2001,Juan José Campanella,1 850 307,1 850 307
Elling,NO,2001,Petter Næss,1 798 767,1 798 767
Enigma,"GB, US, DE",2001,Michael Apted,1 798 433,1 798 433
Przedwiosnie,"PL, FR",2001,Filip Bajon,1 738 259,1 738 259
Monster's Ball,"US, CA",2001,Marc Forster,1 730 866,1 730 866
Le fate ignoranti,"IT, FR",2001,Ferzan Ozpetek,1 728 582,1 728 582
The Pledge,US,2001,Sean Penn,1 714 562,1 714 562
Joy Ride,US,2001,John Dahl,1 694 169,1 694 169
Il principe e il pirata,IT,2001,Leonardo Pieraccioni,1 606 417,1 606 417
Zoolander,US,2001,Ben Stiller,1 599 619,1 599 619
Jimmy Neutron: Boy Genius,US,2001,John A. Davis,1 562 269,1 562 269
Crocodile Dundee in L.A.,"AU, US",2001,Simon Wincer,1 535 741,1 535 741
K-PAX,"US, DE",2001,Iain Softley,1 499 892,1 499 892
Safar e Ghandehar,"IR, FR",2001,Mohsen Makhmalbaf,1 491 336,1 491 336
Iris,"GBinc, US",2001,Richard Eyre,1 453 900,1 453 900
One Night at McCool's,US,2001,Harald Zwart,1 449 437,1 449 437
Absolument fabuleux,FR,2001,Gabriel Aghion,1 398 837,1 398 837
15 août,FR,2001,Patrick Alessandrin,1 395 510,1 395 510
Tmavomodrý svět,"CZ, GB, DE, DK, IT, FR",2001,Jan Sverák,1 350 050,1 350 050
The 51st State,"GB, CA, US",2001,Ronny Yu,1 339 088,1 339 088
Le petit poucet,FR,2001,Olivier Dahan,1 300 568,1 300 568
No Man's Land,"FR, BE, IT, GB, SI",2001,Danis Tanovic,1 287 108,1 287 108
Chaos,FR,2001,Coline Serreau,1 274 903,1 274 903
Birthday Girl,"GBinc, US",2001,Jez Butterworth,1 256 336,1 256 336
Get Over It,US,2001,Tommy O'Haver,1 234 824,1 234 824
Domestic Disturbance,US,2001,Harold Becker,1 144 084,1 144 084
Y tu mamá también,"MX, US",2001,Alfonso Cuarón,1 095 337,1 095 337
Tomcats,US,2001,Gregory Poirier,1 084 984,1 084 984
Minoes,NL,2001,Vincent Bal,1 052 287,1 052 287
Bella Martha,"DE, AT, CH",2001,Sandra Nettelbeck, 969 464, 969 464
The Last Castle,US,2001,Rod Lurie, 962 196, 962 196
Donnie Darko,US,2001,Richard Kelly, 957 018, 957 018
El bosque animado,ES,2001,"Manolo Gómez, Ángel de la Cruz", 954 764, 954 764
In the Bedroom,US,2001,Todd Field, 953 541, 953 541
AntiTrust,US,2001,Peter Howitt, 949 863, 949 863
Lammbock,DE,2001,Christian Zübert, 933 319, 933 319
Siu lam juk kau,"HK, US",2001,Stephen Chow, 914 136, 914 136
The Musketeer,"GB, LU, DE",2001,Peter Hyams, 897 739, 897 739
Samsara,"DE, FR, IT, IN",2001,Pan Nalin, 896 045, 896 045
Deli yürek: Bumerang Cehennemi,TR,2001,Osman Sinav, 890 892, 890 892
Ma femme est une actrice,FR,2001,Yvan Attal, 886 811, 886 811
Hearts in Atlantis,US,2001,Scott Hicks, 877 239, 877 239
Saving Silverman,US,2001,Dennis Dugan, 876 231, 876 231
