,original title,producing country,production year,directors,visitors
1997,The Great Race,US,1965,Blake Edwards,4961
1998,Le corniaud,"FR, IT",1965,Gérard Oury,4502
1999,Le Bonheur,FR,1965,Agnès Varda,4362
2000,Thunderball,GB,1965,Terence Young,4308
2001,Paris vu par...,FR,1965,"Claude Chabrol, Jean-Luc Godard, Jean Douchet, Eric Rohmer, Jean-Daniel Pollet, Jean Rouch",4154
2002,Terrore nello spazio,"IT, ES",1965,Mario Bava,4131
2003,Etsuraku,JP,1965,Nagisa Ôshima,3882
2004,Rekopis znalezyony w Saragossie,PL,1965,Wojciech Has,3863
2005,Gamperaliya,LK,1965,Lester James Peries,3823
2006,Bunny Lake Is Missing,GB,1965,Otto Preminger,3677
2007,The Art of Love,US,1965,Norman Jewison,3595
2008,I de gyni na fovitai ton andra,GR,1965,Yorgos Tzavellas,3285
2009,Sugata Sanshiro,JP,1965,Seiichiro Uchikawa,3276
2010,Voyna i mir I: Andrey Bolkonskiy,SU,1965,Sergey Bondarchuk,3031
2011,I complessi,"IT, FR",1965,"Luigi Filippo D'Amico, Dino Risi, Franco Rossi",2893
2012,La decima vittima,"IT, FR",1965,Elio Petri,2724
2013,Major Dundee,US,1965,Sam Peckinpah,2618
2014,Kapurush,IN,1965,Satyajit Ray,2484
2015,The Ipcress File,GB,1965,Sidney J. Furie,2252
2016,Le soldatesse,"IT, FR, DE, YU",1965,Valerio Zurlini,2163
2017,The Hill,GB,1965,Sidney Lumet,2100
2018,Kärlek 65,SE,1965,Bo Widerberg,1854
2019,Les grandes gueules,"FR, IT",1965,Robert Enrico,1783
2020,Ať žije republika,"CZ, SK",1965,Karel Kachyňa,1722
2021,Mahapurush,IN,1965,Satyajit Ray,1707
2022,The Collector,"GB, US",1965,William Wyler,1669
2023,Il mostro di Venezia,IT,1965,Dino Tavella,1526
2024,Viva Maria!,"FR, IT",1965,Louis Malle,1477
2025,Rysopis,PL,1965,Jerzy Skolimowski,1241
2026,Obyknovennyj fashizm,SU,1965,Mikhail Romm,1222
2027,Prípad Barnabáš Kos,"CZ, SK",1965,Peter Solan,1194
2028,Perličky na dně,"CZ, SK",1965,"Vera Chytilová, Jaromil Jires, Jiří Menzel, Jan Nemec, Evald Schorm",1163
2029,Morozko,SU,1965,Aleksandr Rou,1109
2030,Faraon,PL,1965,Jerzy Kawalerowicz,1033
2031,Rascoala,RO,1965,Mircea Muresan,935
2032,Walkower,PL,1965,Jerzy Skolimowski,888
2033,Bílá paní,"CZ, SK",1965,Zdenek Podskalský,886
2034,L'arme à gauche,"FR, IT, ES",1965,Claude Sautet,850
2035,Shunpu den,JP,1965,Seijun Suzuki,841
2036,Winnetou - 3. Teil,"DE, IT, YU, FR",1965,Harald Reinl,759
2037,König Drosselbart,DD,1965,Walter Beck,738
2038,Un amore,"IT, FR",1965,Gianni Vernuccio,690
2039,Compartiment tueurs,FR,1965, Costa-Gavras,643
2040,A tizedes meg a többiek,HU,1965,Márton Keleti,613
2041,Battle of the Bulge,US,1965,Ken Annakin,601
2042,Orgy of the Dead,US,1965,Stephen C. Apostolof,592
2043,Chovek nije tica,YU,1965,Dusan Makavejev,585
2044,A köszívü ember fiai,HU,1965,Zoltán Várkonyi,578
2045,The Sandpiper,US,1965,Vincente Minnelli,429
2046,The Family Jewels,US,1965,Jerry Lewis,399
2047,Help!,GB,1965,Richard Lester,390
2048,...a pátý jezdec je Strach,"CZ, SK",1965,Zbynek Brynych,318
2049,Ninette y un señor de Murcia,ES,1965,Fernando Fernán Gómez,298
2050,Les copains,FR,1965,Yves Robert,292
2051,La llamada,"ES, US",1965,Javier Setó,287
2052,Jahrgang '45,DD,1965,Jürgen Böttcher,279
2053,Elégia,HU,1965,Zoltán Huszárik,257
2054,Inside Daisy Clover,US,1965,Robert Mulligan,257
2055,Trois chambres à Manhattan,FR,1965,Marcel Carné,255
2056,Nobleza baturra,ES,1965,Juan de Orduña,221
2057,Sběrné surovosti,"CZ, SK",1965,Juraj Herz,221
2058,De man die zijn haar kort liet knippen,BE,1965,André Delvaux,219
2059,Landmandsliv,DK,1965,Erik Balling,210
2060,Rodnik dlya zhazhdushchikh,SU,1965,Yuri Ilyenko,209
2061,"Those Magnificent Men in Their Flying Machines, or How I Flew from London to Paris in 25 hours 11 minutes",GB,1965,Ken Annakin,208
2062,Piège pour Cendrillon,"FR, IT",1965,André Cayatte,198
2063,The Spy Who Came in from the Cold,GB,1965,Martin Ritt,192
2064,Le majordome,"FR, IT",1965,Jean Delannoy,185
2065,La 317ème section,"FR, ES",1965,Pierre Schoendoerffer,178
2066,Mordnacht in Manhattan,"DE, FR",1965,Harald Philipp,176
2067,A FÉNY ÖRÖME,HU,1965,György Kovásznai,173
2068,Les tribulations d'un Chinois en Chine,"FR, IT",1965,Philippe de Broca,172
2069,The Knack ...and How to Get It,GB,1965,Richard Lester,165
2070,Marcia nuziale,"IT, FR",1965,Marco Ferreri,163
2071,Das Kaninchen bin ich,DD,1965,Kurt Maetzig,163
2072,Každý mladý muž,"CZ, SK",1965,Pavel Jurácek,155
2073,Subarnarekha,IN,1965,Ritwik Ghatak,154
2074,Zlatá reneta,"CZ, SK",1965,Otakar Vávra,150
2075,Shakespeare-Wallah,US,1965,James Ivory,139
2076,Álmodozások kora,HU,1965,István Szabó,130
2077,Catembe,PT,1965,Faria de Almeida,127
2078,A Patch of Blue,US,1965,Guy Green,120
2079,Par un beau matin d'été,"FR, ES, IT",1965,Jacques Deray,116
2080,Ship of Fools,US,1965,Stanley Kramer,106
2081,Zvony pre bosých,"CZ, SK",1965,Stanislav Barabas,95
2082,Morituri,US,1965,Bernhard Wicki,95
2083,La Bohème,DE,1965,Wilhelm Semmelroth,94
2084,Húsz óra,HU,1965,Zoltán Fábri,84
2085,The Nanny,GB,1965,Seth Holt,82
2086,Svatba s podmínkou,"CZ, SK",1965,Pavel Kohout,80
2087,Ztracená tvář,"CZ, SK",1965,Pavel Hobl,80
2088,Horký vzduch,"CZ, SK",1965,Václav Gajer,76
2089,Kár a benzinért,HU,1965,Frigyes Bán,74
2090,In Harm's Way,US,1965,Otto Preminger,72
2091,Fata/Morgana,"ES, DE",1965,Vicente Aranda,71
2092,The Agony and the Ecstasy,"US, IT",1965,Carol Reed,69
2093,Att angöra en brygga,SE,1965,Tage Danielsson,68
2094,The Cincinnati Kid,US,1965,Norman Jewison,66
2095,Samba,"ES, BR",1965,Rafael Gil,58
2096,Karla,DD,1965,Herrmann Zschoche,58
2097,Velikaja otecestvennaja vojna,SU,1965,Roman Karmen,51
2098,The Heroes of Telemark,GB,1965,Anthony Mann,48
2099,Mne dvadtsat let,SU,1965,Marlen Khutsiev,45
2100,Flådens friske fyre,DK,1965,Finn Henriksen,41
2101,Povídky o detech,"CZ, SK",1965,"Jaromír Dvorácek, Jiří Hanibal, Milan Vosmik",40
2102,Ma vagy holnap,HU,1965,András Kovács,40
2103,Crimen de doble filo,"ES, AR",1965,José Luis Borau,39
2104,Kabe no naka no himegoto,JP,1965,Kôji Wakamatsu,37
2105,Třicet jedna ve stínu,"CZ, SK, GB",1965,Jirí Weiss,37
2106,Thomas l'imposteur,FR,1965,Georges Franju,37
2107,Testamentum,HU,1965,István Ventilla,35
2108,Heidi,AT,1965,Werner Jacobs,33
2109,L'amour à la mer,FR,1965,Guy Gilles,33
2110,Strasná zena,"CZ, SK, DD",1965,Jindrich Polák,30
2111,Homo Faber,HU,1965,Tamás Szabó Sipos,30
2112,Szamosháti farsang,HU,1965,Ábris Basilides,30
2113,Dom Juan ou Le festin de pierre,"BE, CA, FR",1965,Marcel Bluwal,29
2114,Næsbygårds arving,DK,1965,Alice O'Fredericks,27
2115,Neobycejná trída,"CZ, SK",1965,Josef Pinkava,25
2116,Oxidia,HU,1965,József Nepp,25
2117,Der letzte Mohikaner,"DE, ES, IT",1965,Harald Reinl,25
2118,The Satan Bug,US,1965,John Sturges,21
2119,Laurel and Hardy's Laughing 20's,US,1965,Robert Youngson,20
2120,Strange Bedfellows,US,1965,Melvin Frank,20
2121,Autókor,HU,1965,"István Imre, László Réber",20
2122,Szerelmes biciklisták,HU,1965,Péter Bacsó,19
2123,Tri,YU,1965,Aleksandar Petrovic,19
2124,Cat Ballou,US,1965,Elliot Silverstein,18
2125,Fifi la plume,FR,1965,Albert Lamorisse,18
2126,Sah la rege,RO,1965,Haralambie Boros,18
2127,Otthon,HU,1965,István Ventilla,17
2128,Egy Portré Századunkból,HU,1965,Sándor Reisenbüchler,17
2129,Tilos a szerelem,HU,1965,Tamás Rényi,17
2130,Simón del desierto,MX,1965,Luis Buñuel,15
2131,Un milliard dans un billard,"FR, IT, DE",1965,Nicolas Gessner,14
2132,Beppie,NL,1965,Johan van der Keuken,13
2133,He Who Rides a Tiger,GB,1965,Charles Crichton,12
2134,Pervyy uchitel,SU,1965,Andrey Konchalovskiy,11
2135,Il momento della verità,"IT, ES",1965,Francesco Rosi,10
2136,"Slå først, Frede!",DK,1965,Erik Balling,10
2137,Red Line 7000,US,1965,Howard Hawks,10
2138,La dama de Beirut,"ES, FR, IT",1965,Ladislao Vajda,7
2139,Sedm zabitých,"CZ, SK",1965,Pavel Kohout,1
2140,Káta a krokodýl,"CZ, SK",1966,Vera Plívová-Simková,298222
2141,Blow Up,"GB, IT",1966,Michelangelo Antonioni,74189
2142,"Il buono, il brutto, il cattivo",IT,1966,Sergio Leone,73792
2143,Persona,SE,1966,Ingmar Bergman,66291
2144,La grande vadrouille,FR,1966,Gérard Oury,61910
2145,Dacii,RO,1966,Sergiu Nicolaescu,30399
2146,Ostře sledované vlaky,"CZ, SK",1966,Jiří Menzel,29150
2147,Andrei Rublyov,SU,1966,Andrei Tarkovsky,28549
2148,Fahrenheit 451,GB,1966,François Truffaut,26193
2149,Un homme et une femme,FR,1966,Claude Lelouch,25033
2150,Sedmikrásky,"CZ, SK",1966,Vera Chytilová,21109
2151,Two for the Road,GB,1966,Stanley Donen,20836
2152,How to Steal a Million,US,1966,William Wyler,18464
2153,Irezumi,JP,1966,Yasuzo Masumura,18331
2154,How the Grinch Stole Christmas!,US,1966,"Chuck Jones, Ben Washam",15322
2155,Au hasard Balthazar,FR,1966,Robert Bresson,15105
2156,Drôles de cigognes!,"CZ, SK",1966,Hermína Týrlová,13149
2157,Da zui xia,HK,1966,King Hu,13090
2158,"Masculin, féminin","FR, SE",1966,Jean-Luc Godard,11946
2159,Who's Afraid of Virginia Woolf?,US,1966,Mike Nichols,11518
2160,La muerte de un burócrata,CU,1966,Tomás Gutiérrez Alea,10793
2161,Seconds,US,1966,John Frankenheimer,10461
2162,Incompreso,"FR, IT",1966,Luigi Comencini,9744
2163,Alfons Zitterbacke,DD,1966,Konrad Petzold,9684
2164,Kinoautomat: Člověk a jeho dům,"CZ, SK",1966,"Ján Rohác, Vladimír Svitácek, Radúz Činčera",9157
2165,Hände hoch oder ich schieße,DD,1966,Hans-Joachim Kasprzik,8661
2166,Django,"IT, ES",1966,Sergio Corbucci,8359
2167,2 ou 3 choses que je sais d'elle,FR,1966,Jean-Luc Godard,7532
2168,Batman: The Movie,US,1966,Leslie H. Martinson,6958
2169,Le Deuxième souffle,FR,1966,Jean-Pierre Melville,6620
2170,Intimní osvětlení,"CZ, SK",1966,Ivan Passer,6100
2171,"What Did You Do in the War, Daddy?",US,1966,Blake Edwards,5865
2172,The Fortune Cookie,US,1966,Billy Wilder,5753
2173,Man chu,KR,1966,Man-hui Lee,5603
2174,La religieuse,FR,1966,Jacques Rivette,5589
2175,Le Roi de coeur,"FR, IT",1966,Philippe de Broca,5502
2176,Spur der Steine,DD,1966,Frank Beyer,5164
2177,The Endless Summer,US,1966,Bruce Brown,4869
2178,Arabesque,US,1966,Stanley Donen,4752
2179,Taiji ga mitsuryosuru toki,JP,1966,Kôji Wakamatsu,4084
2180,Cul-de-sac,GB,1966,Roman Polanski,3921
2181,Haiducii,RO,1966,Dinu Cocea,3850
2182,Voyna i mir,SU,1966,Sergey Bondarchuk,3742
2183,Morgan: A Suitable Case for Treatment,GB,1966,Karel Reisz,3559
2184,7 Women,US,1966,John Ford,3322
2185,This Property Is Condemned,US,1966,Sydney Pollack,3105
2186,Kočár do Vídně,"CZ, SK",1966,Karel Kachyňa,2973
2187,La caza,ES,1966,Carlos Saura,2879
2188,La piel quemada,ES,1966,Josep Maria Forn,2717
2189,La prise de pouvoir par Louis XIV,"FR, IT",1966,Roberto Rossellini,2576
2190,"Faster, Pussycat! Kill! Kill!",US,1966,Russ Meyer,2564
2191,Fantastic Voyage,US,1966,Richard Fleischer,2534
2192,A Funny Thing Happened on the Way to the Forum,"GB, US",1966,Richard Lester,2387
2193,Kdo chce zabít Jessii?,"CZ, SK",1966,Václav Vorlícek,2314
2194,Romance pro křídlovku,"CZ, SK",1966,Otakar Vávra,2302
2195,Torn Curtain,US,1966,Alfred Hitchcock,2275
2196,Nayak,IN,1966,Satyajit Ray,2208
2197,The Sand Pebbles,US,1966,Robert Wise,2126
2198,Tôkyô nagaremono,JP,1966,Seijun Suzuki,2115
2199,Kaleidoscope,GB,1966,Jack Smight,1908
2200,Die Söhne der großen Bärin,DD,1966,Josef Mach,1891
2201,Akai tenshi,JP,1966,Yasuzo Masumura,1881
2202,The Chase,US,1966,Arthur Penn,1870
2203,Mudar De Vida,PT,1966,Paulo Rocha,1841
2204,Voyna i mir II: Natasha Rostova,SU,1966,Sergey Bondarchuk,1706
2205,Jinruigaku nyumon,JP,1966,Shôhei Imamura,1569
2206,O slavnosti a hostech,"CZ, SK",1966,Jan Nemec,1508
2207,Tiempo de morir,MX,1966,Arturo Ripstein,1155
2208,Nattlek,SE,1966,Mai Zetterling,1138
2209,Der junge Törless,"DE, FR",1966,Volker Schlöndorff,1037
2210,Szegénylegények,HU,1966,Miklós Jancsó,964
2211,La noire de...,"FR, SN",1966,Ousmane Sembene,728
2212,Krylya,SU,1966,Larisa Shepitko,713
2213,La guerre est finie,FR,1966,Alain Resnais,688
2214,Marat/Sade,GB,1966,Peter Brook,643
2215,The Plague of the Zombies,GB,1966,John Gilling,638
2216,"Dědeček, Kylián a já","CZ, SK",1966,Jiří Hanibal,557
2217,Het gangstermeisje,NL,1966,Frans Weisz,556
2218,Paris brûle-t-il ?,FR,1966,René Clément,555
2219,L'armata Brancaleone,IT,1966,Mario Monicelli,551
2220,"Istoriya Asi Klyachinoy, kotoraya lyubila, da ne vyshla zamuzh",SU,1966,Andrey Konchalovskiy,521
2221,Dáma na kolejích,"CZ, SK",1966,Ladislav Rychman,499
2222,Viaje por el Sur,ES,1966,José Grañena,476
2223,Manos: The Hands of Fate,US,1966,Harold P. Warren,434
2224,Panna zázračnica,"CZ, SK",1966,Štefan Uher,377
2225,Abschied von gestern - (Anita G.),DE,1966,Alexander Kluge,373
2226,Raumpatrouille Orion 6-7,DE,1966,"Michael Braun, Theo Mezger",357
2227,Tjorven och Mysak,SE,1966,Olle Hellbom,344
2228,Une balle au coeur,"FR, GR",1966,Jean-Daniel Pollet,319
2229,Mučedníci lásky,"CZ, SK",1966,Jan Nemec,316
2230,Lidé z maringotek,"CZ, SK",1966,Martin Fric,310
2231,Il più' lungo giorno,IT,1966,Roberto Riviello,301
2232,Nueve Cartas a Berta,ES,1966,Basilio Martín Patino,279
2233,Mademoiselle,"FR, GB",1966,Tony Richardson,279
2234,Návrat ztraceného syna,"CZ, SK",1966,Evald Schorm,243
2235,Fumo di Londra,IT,1966,Alberto Sordi,232
2236,Fantom Morrisvillu,"CZ, SK",1966,Borivoj Zeman,230
2237,Sult,"DK, NO, SE",1966,Henning Carlsen,224
2238,Nikdo se nebude smát,"CZ, SK",1966,Hynek Bocan,223
2239,Ursula oder das unwerte Leben,CH,1966,"Walter Marti, Reni Mertens",221
2240,Die Letzten Karawanen,CH,1966,René Gardi,216
2241,The Professionals,US,1966,Richard Brooks,198
2242,Der verlorene Engel,DD,1966,Ralf Kirsten,192
2243,Alfie,GB,1966,Lewis Gilbert,186
2244,The Deadly Affair,GB,1966,Sidney Lumet,184
2245,Kým sa skoncí táto noc,"CZ, SK",1966,Peter Solan,182
2246,Sevmek Zamani,TR,1966,Metin Erksan,169
2247,Hyoten,JP,1966,Satsuo Yamamoto,156
2248,Долгая счастливая жизнь,SU,1966,Gennadi Shpalikov,152
2249,Modesty Blaise,GB,1966,Joseph Losey,147
2250,Apa,HU,1966,István Szabó,147
2251,Furankenshutain no kaijû: Sanda tai Gaira,JP,1966,Ishirô Honda,141
2252,Geld und Geist,CH,1966,Franz Schnyder,137
2253,Živý bič,"CZ, SK",1966,Martin Tapák,136
2254,Khartoum,GB,1966,"Basil Dearden, Eliot Elisofon",122
2255,Här har du ditt liv,SE,1966,Jan Troell,119
2256,The Wild Angels,US,1966,Roger Corman,112
2257,A Grande Cidade ou As Aventuras e Desventuras de Luzia e Seus 3 Amigos Chegados de Longe,BR,1966,Carlos Diegues,104
2258,Meandre,RO,1966,Mircea Saucan,101
2259,Any Wednesday,US,1966,Robert Ellis Miller,101
2260,Bloudění,"CZ, SK",1966,"Jan Curík, Antonín Mása",100
2261,Kinjirareta tekunikku,JP,1966,Hiroshi Mukai,98
2262,Noche de Vino Tinto,ES,1966,José María Nunes,90
2263,Domingo à Tarde,PT,1966,António de Macedo,85
2264,Giorgobistve,SU,1966,Otar Iosseliani,84
2265,The Trouble with Angels,US,1966,Ida Lupino,81
2266,Georgy Girl,GB,1966,Silvio Narizzano,80
2267,Les créatures,"FR, SE",1966,Agnès Varda,75
2268,Egy magyar nábob,HU,1966,Zoltán Várkonyi,74
2269,Fügefalevél,HU,1966,Félix Máriássy,74
2270,Zlocin v dívcí skole,"CZ, SK",1966,"Jiří Menzel, Ivo Novák, Ladislav Rychman",68
2271,Der var engang en krig,DK,1966,Palle Kjærulff-Schmidt,67
2272,Un film cu o fata fermecatoare,RO,1966,Lucian Bratu,60
2273,Dracula: Prince of Darkness,GB,1966,Terence Fisher,60
2274,Krybskytterne på Næsbygård,DK,1966,"Ib Mossin, Alice O'Fredericks",59
2275,Hideg napok,HU,1966,András Kovács,58
2276,Hrdina má strach,"CZ, SK",1966,Frantisek Filip,53
2277,Reise nach Sundevit,DD,1966,Heiner Carow,51
2278,Butaságom története,HU,1966,Márton Keleti,49
2279,Kárpáthy Zoltán,HU,1966,Zoltán Várkonyi,48
2280,Vrah skrývá tvár,"CZ, SK",1966,Petr Schulhoff,47
2281,A Napló,HU,1966,György Kovásznai,40
2282,La busca,ES,1966,Angelino Fons,40
2283,The Russians Are Coming the Russians Are Coming,US,1966,Norman Jewison,40
2284,Majster kat,"CZ, SK",1966,Palo Bielik,32
2285,Thunderbirds Are GO,GB,1966,David Lane,31
2286,Grand Prix,US,1966,John Frankenheimer,30
2287,Öt perc gyilkosság,HU,1966,József Nepp,27
2288,Dai-bosatsu tôge,JP,1966,Kihachi Okamoto,27
2289,Harper,US,1966,Jack Smight,26
2290,Platero y yo,ES,1966,Alfredo Castellón,25
2291,Con el viento solano,ES,1966,Mario Camus,23
2292,Smrt za oponou,"CZ, SK",1966,Antonín Kachlík,21
2293,Faust XX,RO,1966,Ion Popescu-Gopo,20
2294,Flám,"CZ, SK",1966,Miroslav Hubácek,20
2295,El mago de los sueños,ES,1966,Francisco Macián,19
2296,Les matins d'un garçon sage,RO,1966,Andrei Blaier,17
2297,Syskonbädd 1782,SE,1966,Vilgot Sjöman,15
2298,Duminica la ora 6,RO,1966,Lucian Pintilie,13
2299,The Sandwich Man,GB,1966,Robert Hartford-Davis,12
2300,Andel blazené smrti,"CZ, SK",1966,Stepán Skalský,11
2301,Sublokator,PL,1966,Janusz Majewski,10
2302,Gusztáv és a vadászeb,HU,1966,Attila Dargay,8
2303,La ciudad no es para mí,ES,1966,Pedro Lazaga,7
2304,The Jungle Book,US,1967,Wolfgang Reitherman,1431572
2305,The Producers,US,1967,Mel Brooks,440831
2306,Ukradená vzducholoď,"CZ, SK, IT",1967,Karel Zeman,337380
2307,Playtime,"FR, IT",1967,Jacques Tati,277021
2308,Les demoiselles de Rochefort,FR,1967,"Jacques Demy, Agnès Varda",178963
2309,Bonnie and Clyde,US,1967,Arthur Penn,177784
2310,The Graduate,US,1967,Mike Nichols,52166
2311,Belle de jour,"FR, IT",1967,Luis Buñuel,51503
2312,Le samouraï,FR,1967,Jean-Pierre Melville,34129
2313,The Fearless Vampire Killers,US,1967,Roman Polanski,32028
2314,Edipo Re,IT,1967,Pier Paolo Pasolini,24091
2315,I Call First,US,1967,Martin Scorsese,22894
2316,Point Blank,US,1967,John Boorman,21379
2317,Reflections in a Golden Eye,US,1967,John Huston,19024
2318,The Honey Pot,US,1967,Joseph L. Mankiewicz,18972
2319,La mariée était en noir,FR,1967,François Truffaut,15048
2320,La Chinoise,FR,1967,Jean-Luc Godard,13113
2321,In the Heat of the Night,US,1967,Norman Jewison,12887
2322,Marketa Lazarová 2D,"CZ, SK",1967,Frantisek Vlácil,12523
2323,Midaregumo,JP,1967,Mikio Naruse,12196
2324,Mouchette,FR,1967,Robert Bresson,11208
2325,Casino Royale,GB,1967,"John Huston, Val Guest, Ken Hughes, Joseph McGrath, Robert Parrish, Richard Talmadge",9878
2326,Oscar,FR,1967,Édouard Molinaro,8892
2327,La chasse au lion à l'arc,FR,1967,Jean Rouch,8882
2328,"Hoří, má panenko","CZ, SK, IT",1967,Milos Forman,8697
2329,Le voleur,"FR, IT",1967,Louis Malle,8378
2330,Accident,GB,1967,Joseph Losey,7433
2331,Skupljaci perja,YU,1967,Aleksandar Petrovic,6955
2332,La Collectionneuse,FR,1967,Eric Rohmer,6931
2333,Titicut Follies,US,1967,Frederick Wiseman,6350
2334,Korotkie vstrechi,SU,1967,Kira Muratova,6279
2335,You Only Live Twice,GB,1967,Lewis Gilbert,5964
2336,Hugo och Josefin,SE,1967,Kjell Grede,5687
2337,Ningen Johatsu,JP,1967,Shôhei Imamura,5455
2338,Far from the Madding Crowd,GB,1967,John Schlesinger,5312
2339,In Cold Blood,US,1967,Richard Brooks,4897
2340,Le départ,BE,1967,Jerzy Skolimowski,4166
2341,Peppermint Frappé,ES,1967,Carlos Saura,4140
2342,Elvira Madigan,SE,1967,Bo Widerberg,3901
2343,Le vieil homme et l'enfant,FR,1967,Claude Berri,3637
2344,Lo straniero,"IT, FR, DZ",1967,Luchino Visconti,3233
2345,Long men kezhan,TW,1967,King Hu,3088
2346,Údolí včel,"CZ, SK",1967,Frantisek Vlácil,3054
2347,Koroshi no rakuin,JP,1967,Seijun Suzuki,2966
2348,Lo que cuesta vivir,ES,1967,Ricardo Núñez,2873
2349,Robbery,GB,1967,Peter Yates,2713
2350,Les aventuriers,"FR, IT",1967,Robert Enrico,2532
2351,Poor Cow,GB,1967,Ken Loach,2488
2352,La section Anderson,FR,1967,Pierre Schoendoerffer,2417
2353,Anna,FR,1967,Pierre Koralnik,2392
2354,Jag är nyfiken - en film i gult,SE,1967,Vilgot Sjöman,2366
2355,Devine qui vient dîner?,US,1967,Stanley Kramer,2301
2356,Agnès Varda in California,FR,1967,Agnès Varda,2244
2357,Week End,"FR, IT",1967,Jean-Luc Godard,2168
2358,Hombre,US,1967,Martin Ritt,2108
2359,The Dirty Dozen,"GB, US",1967,Robert Aldrich,1858
2360,"Chingachgook, die grosse Schlange",DD,1967,Richard Groschopp,1830
2361,La resa dei conti,"IT, ES",1967,Sergio Sollima,1789
2362,Voyna i mir III: 1812 god,SU,1967,Sergey Bondarchuk,1718
2363,Il tigre,IT,1967,Dino Risi,1700
2364,Ein heißer Sommer,DD,1967,Joachim Hasler,1540
2365,El Dorado,US,1967,Howard Hawks,1509
2366,Quatermass and the Pit,GB,1967,Roy Ward Baker,1504
2367,"Rohmer, préludes",FR,1967,Eric Rohmer,1282
2368,The Incident,US,1967,Larry Peerce,1249
2369,Privarzaniyat balon,BG,1967,Binka Zhelyazkova,1083
2370,Happy End,"CZ, SK",1967,Oldrich Lipský,1079
2371,"Skrållan, Ruskprick och Knorrhane",SE,1967,Olle Hellbom,1063
2372,Ljubavni slucaj ili tragedija sluzbenice P.T.T.,YU,1967,Dusan Makavejev,990
2373,Komissar,SU,1967,Aleksandr Askoldov,963
2374,David Holzman's diary,US,1967,Jim McBride,948
2375,Volshebnaya lampa Aladdina,SU,1967,Boris Rytsarev,935
2376,Elpojiet dzili,"LV, SU",1967,Rolands Kalnins,910
2377,Noc nevěsty,"CZ, SK",1967,Karel Kachyňa,879
2378,Portrait of Jason,US,1967,Shirley Clarke,855
2379,Ich war 19,DD,1967,Konrad Wolf,800
2380,Iyulskiy dozhd,SU,1967,Marlen Khutsiev,779
2381,Svatba jako řemen,"CZ, SK",1967,Jirí Krejcík,667
2382,Jaguar,FR,1967,Jean Rouch,660
2383,Stud,"CZ, SK",1967,Ladislav Helge,566
2384,Voyna i mir IV: Pierre Bezukhov,SU,1967,Sergey Bondarchuk,530
2385,1 homme de trop,"FR, IT",1967, Costa-Gavras,526
2386,Ulysses,"GB, US",1967,Joseph Strick,518
2387,Quién sabe?,IT,1967,Damiano Damiani,513
2388,Shlosha Yamim Veyeled,IL,1967,Uri Zohar,489
2389,Wait Until Dark,US,1967,Terence Young,474
2390,Konec agenta W4C prostrednictvím psa pana Foustky,"CZ, SK",1967,Václav Vorlícek,458
2391,Soukromá vichřice,"CZ, SK",1967,Hynek Bocan,454
2392,Doctor Dolittle,US,1967,Richard Fleischer,436
2393,Terra em transe,BR,1967,Glauber Rocha,393
2394,Soleil Ô,"FR, MR",1967,Med Hondo,391
2395,I fantastici 3 $upermen,"IT, FR, DE, YU",1967,Gianfranco Parolini,363
2396,Dita Saxová,"CZ, SK",1967,Antonín Moskalyk,350
2397,Ta naše písnička česká,"CZ, SK",1967,Zdenek Podskalský,349
2398,Utószezon,HU,1967,Zoltán Fábri,307
2399,"Kavkazskaya plennitsa, ili Novye priklyucheniya Shurika",SU,1967,Leonid Gayday,261
2400,Makedonska krvava svadba,YU,1967,Trajce Popov,252
2401,Anna Karenina,SU,1967,Aleksandr Zarkhi,247
2402,Martha,DK,1967,Erik Balling,241
2403,"To Sir, with Love",GB,1967,James Clavell,233
2404,Barefoot in the Park,US,1967,Gene Saks,221
2405,Per pochi dollari ancora,"ES, IT, FR",1967,Giorgio Ferroni,215
2406,Der tapfere Schulschwänzer,DD,1967,Winfried Junge,212
2407,Pension pro svobodné pány,"CZ, SK",1967,Jirí Krejcík,208
2408,Mocne uderzenie,PL,1967,Jerzy Passendorfer,205
2409,Stranger on the Run,US,1967,Don Siegel,203
2410,Sapte baieti si o strengarita,RO,1967,Bernard Borderie,192
2411,Un millón en la basura,ES,1967,José María Forqué,186
2412,Zmluva s diablom,"CZ, SK",1967,Jozef Zachar,185
2413,Reksio,PL,1967,"Marian Cholerek, Lechoslaw Marszalek, Lechoslaw Poznaski, Józef Cwiertnia, Romuald Klys, Andrzej Flettner, Ryszard Lepióra, Edward Wator, Halina Filek",150
2414,Hurry Sundown,US,1967,Otto Preminger,149
2415,The Taming of the Shrew,"IT, US",1967,Franco Zeffirelli,135
2416,Kristove roky,"CZ, SK",1967,Juraj Jakubisko,133
2417,Ti ho sposato per allegria,IT,1967,Luciano Salce,126
2418,Deadlier Than the Male,GB,1967,Ralph Thomas,115
2419,Assassination,IT,1967,Emilio Miraglia,108
2420,El amor brujo,ES,1967,Francisco Rovira Beleta,102
2421,Tri dcéry,"CZ, SK",1967,Štefan Uher,99
2422,Beyond the Mountains,"ES, US",1967,Alexander Ramati,96
2423,The War Wagon,US,1967,Burt Kennedy,91
2424,Las Pirañas,"AR, ES",1967,Luis García Berlanga,88
2425,Mig og min lillebror,DK,1967,Lau Lauritzen,76
2426,Kocky neberem,"CZ, SK",1967,Josef Pinkava,70
2427,Woman Times Seven,"IT, FR, US",1967,Vittorio De Sica,66
